,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.075741570727436e-17-1.8557354926854344e-17j),0j,0j,(0.4317184361707252-0.3761469282740507j),0j,(0.29627824605153985+0.4840642058167832j),(-0.013271009296073832+0.5914876212535252j),0j
4.0,(1.4708995093992147e-17-6.361369869874463e-18j),0j,0j,(0.6922283794246343+0.5314285101815017j),0j,(0.009519378202775472-0.13218317344873864j),(-0.1605607509210652+0.44165693093704583j),0j
6.0,(1.2435197910019249e-17+8.932241387460305e-18j),0j,0j,(-0.1058675701313111+0.6333116028203615j),0j,(0.12437065590838242+0.6845191551661376j),(-0.0486636961538999-0.31828569267843787j),0j
8.0,(-2.1776259781583077e-18+3.925506271952057e-18j),0j,0j,(0.7553693425595129-0.21888019921908863j),(-0+0j),(0.12041399132281891-0.06598924959715384j),(-0.2917162679009165-0.5268359549084471j),0j
10.0,(-1.3182524637906584e-17-2.500886331129362e-17j),0j,0j,(-0.31834140406416506+0.2485061821433251j),(-0+0j),(0.7132951400940535+0.20933318350372887j),(0.5281354309435208-0.07325336770077262j),0j
12.0,(1.6953692360705426e-17-6.276738873105544e-18j),0j,0j,(-0.19453934352016347+0.00972330815105038j),0j,(0.2990543695131974-0.1445906027939799j),(-0.4613352652499425-0.7993057711519702j),0j
14.0,(-6.308519400597318e-18+1.0537466380966158e-18j),0j,0j,(-0.3283363409736804+0.1563896325303582j),(-0+0j),(-0.4343151117434736-0.297035475870245j),(0.2595069806412621-0.7235564710630964j),0j
16.0,(-1.2920424637461793e-17-1.964868651426983e-17j),0j,0j,(0.07814630936691441-0.9383298416273145j),(-0+0j),(0.17271424858342074+0.09615801892789715j),(0.27249745204227926-0.009941076731503462j),0j
18.0,(-2.009866724215047e-17-2.124558887933602e-17j),0j,0j,(0.12572074978944336-0.6768379397270614j),(-0+0j),(-0.5269944932568326-0.4336118632876894j),(0.20897891823180798+0.12911260297206575j),0j
20.0,(-5.780855941227718e-18-6.389684077392468e-18j),0j,0j,(0.4999578138793719+0.4132332727726296j),0j,(0.2553457869331581+0.33897201792171194j),(0.23112461847456073-0.588012208641231j),0j
