,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.4943282555410764e-17+9.629584823177966e-18j),0j,0j,(0.39589813584186406+0.40072879455415017j),0j,(-0.451481551716314+0.3444926280805027j),(-0.6000611206157573+0.009848270685468286j),0j
4.0,(1.903998940850957e-17+8.754728141622191e-18j),0j,0j,(0.3394617024745785+0.812045029507799j),(-0+0j),(0.06972035286016759-0.11438260855278698j),(-0.3425426660866314+0.30011470435937265j),0j
6.0,(1.573122409323546e-17-1.2081269647217927e-17j),0j,0j,(0.6203308483566226-0.0886235381176968j),0j,(0.6204127082812079-0.33922838335676714j),(-0.27083585886538053+0.18437901168418405j),0j
8.0,(1.5907021669982128e-17-3.307059124416837e-19j),0j,0j,(0.5934437438898875+0.5603230634799672j),(-0+0j),(0.10951046266089912+0.07752134737733887j),(0.28518490482744474-0.4842830336668191j),0j
10.0,(-1.1768601937485278e-17-3.101324031731713e-17j),0j,0j,(-0.28903819449247214-0.32084320336816746j),0j,(-0.08865625732756965+0.7121696519280796j),(0.028164045782712532+0.5455985725892614j),0j
12.0,(-5.4217346142519384e-17+6.291754305096913e-19j),0j,0j,(-0.22647400949580593-0.0950601733596452j),(-0+0j),(0.41439326297632173-0.016477441775258672j),(-0.02868752365598337-0.8757036199323349j),0j
14.0,(-4.092960569739226e-17-2.936435983656014e-17j),0j,0j,(0.3304143022476735-0.06435868887143859j),0j,(0.41820895792749113+0.25271694726236643j),(-0.34574751838948037+0.7268964256618962j),0j
16.0,(-3.4650538979391915e-17-5.156152440618968e-17j),0j,0j,(0.8648051544938139-0.3389610766436952j),0j,(0.07466239944203076+0.289596763077207j),(0.04697498081002871+0.21347136900328778j),0j
18.0,(5.611872858320905e-18-6.17251369874862e-18j),0j,0j,(0.5256119589855494+0.5276620665482561j),0j,(0.5599823040462688-0.294211526041212j),(-0.15855341190028197+0.1415098045073545j),0j
20.0,(1.978806339239019e-17+1.33159661581786e-17j),0j,0j,(-0.4066942390068311+0.43117823107056236j),0j,(-0.4361245041124916+0.3410567331940941j),(0.5547905249369702+0.18538695775399666j),0j
