,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(2.0536469385503545e-17-6.714435433163784e-17j),0j,0j,(-0.3301932447379868-0.4521784987402493j),0j,(0.49927210233192276-0.2736414028373861j),(0.5963127383645828+0.08225506037197122j),0j
4.0,(-7.588920064728998e-18+2.5103336430048088e-17j),0j,0j,(0.5846005155283998-0.6500872903115981j),(-0+0j),(-0.1311985989558952-0.007341381768816747j),(0.4285998507800811+0.18618257672585836j),0j
6.0,(-7.650251927520254e-18-1.2489923175490268e-17j),0j,0j,(0.34531173742106447-0.5240004762324766j),0j,(0.14983579146032272-0.6879843958169787j),(-0.02083956482090013+0.33162587980322655j),0j
8.0,(-2.2075362747964e-18-1.043352452899971e-17j),0j,0j,(-0.4193840341702676-0.7044913969036686j),(-0+0j),(-0.08879494916000613-0.12071626927901095j),(-0.3919296547156393+0.3895421526116245j),0j
10.0,(3.781824448262404e-18+3.280559652434927e-17j),0j,0j,(-0.3078881697158308+0.325979305698012j),0j,(0.6994177505584647+0.2066064197433292j),(0.5078889841478716-0.09549735342668811j),0j
12.0,(2.143897270808382e-18+2.623595616379956e-18j),0j,0j,(0.09850407506922593-0.07009342459354458j),(-0+0j),(-0.21154750432713823+0.2946233375992708j),(0.7378368290132262+0.5562602045176689j),0j
14.0,(-4.704480481699385e-18+4.21621757266999e-18j),0j,0j,(0.2381189484055552-0.2706878544756143j),(-0+0j),(0.4386068256957639+0.16220865814253083j),(0.03976470584128022+0.8060760657007887j),0j
16.0,(8.619022348371761e-18+7.112390523619335e-18j),0j,0j,(0.6441077512587645+0.6429508995291445j),0j,(-0.2094978271706902+0.10675026302477669j),(-0.24934211314749624+0.23298690505923852j),0j
18.0,(-1.2164587492207612e-17+4.1798806492933237e-19j),0j,0j,(0.6037755897399629+0.4760788733109849j),0j,(0.5460928159268831-0.11728546843537027j),(-0.28033131805450084+0.13507424264408402j),(-0+0j)
20.0,(2.1546262471743546e-17-1.230920723212599e-17j),0j,0j,(-0.03319167840648102+0.7455011095912363j),0j,(0.008001778484022892+0.42330392182398147j),(0.44289900474633803-0.2602242129146109j),0j
