,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-9.123548191958799e-18+9.00597810047221e-18j),0j,0j,(0.022712483950378892-0.3086927955774571j),(-0+0j),(0.33885831034421626+0.2874477100968116j),(0.09822884793859507+0.1403623427602692j),0j,0j,(-0.21873606586774072-0.4082920700551675j),(0.2599519191819718+0.1031616256869764j),0j,(0.0053065641238450485+0.04974813221125929j),(-0+0j),0j,(3.9598072071480674e-19+6.682632473074116e-18j),0j,(0.273174849201595+0.13633612186901783j),(0.006657659973893282-0.3294973567707331j),0j,(0.1436650524092119+0.25891719692691106j),(-0+0j),0j,(-1.493412409748736e-17+5.569517462830652e-17j),(-0.0027272191419924208-0.30432377382654296j),0j,0j,(1.8680961030457356e-17-2.6837958886875548e-17j),(-0+0j),(1.0444778412918707e-17+1.55466148050409e-17j),(2.19331510757377e-17-4.926871668944709e-18j),0j
5.0,(-8.998448955643514e-18-3.0135745565956304e-17j),0j,0j,(0.10479838723613887+0.1740121736077353j),(-0+0j),(-0.1364857263390713+0.2793143989287712j),(0.325117583760695+0.006095579004927909j),0j,0j,(-0.058235757678024365+0.07174026099060012j),(-0.280978488553973-0.5890404857691993j),0j,(0.10223532008490921+0.24971683249203297j),(-0+0j),0j,(2.6082032115715313e-17-4.0172377271161005e-18j),0j,(-0.22192056991158868+0.25763774267418027j),(0.13055817909380002+0.2223027412171659j),0j,(0.006130244753141577+0.10800207816621468j),(-0+0j),0j,(-1.3705026603918702e-17+2.136584587544198e-17j),(0.08682705080721265+0.21853257519809954j),0j,0j,(-6.9027348147039344e-18-3.7186442957996876e-17j),(-0+0j),(-2.3879459800967436e-17-1.1346291600873339e-17j),(3.6730102091035255e-17-9.422544876095707e-18j),0j
7.5,(1.0685441819261995e-17+3.3231988688888436e-17j),0j,0j,(0.2965150136538556+0.1768112687717001j),0j,(-0.06822034802827898-0.36349433718741864j),(0.21608003164893047-0.2326209655824585j),0j,0j,(0.2443915384652225-0.1107137015855997j),(-0.10307369715298334+0.21899470364394644j),0j,(0.045751554259213414-0.23546571816873174j),0j,(-0+0j),(3.462057722480594e-17+2.2403844935771437e-17j),0j,(-0.4195525155162746+0.10442510952500411j),(0.41235211507267183+0.08930157087999355j),0j,(-0.06717468297688857-0.13997626394924353j),0j,(-0+0j),(-3.922483174638364e-18-5.9486373616637634e-18j),(0.2071708334645978-0.15219380428060714j),0j,0j,(2.9578009989392174e-17+1.1436577699487085e-17j),0j,(-1.804765668203961e-17+1.6748303761515882e-17j),(-3.578325339217842e-17+1.2034532195889986e-17j),0j
10.0,(3.9030489867655315e-17+1.7129702791157616e-17j),0j,0j,(-0.15636461241753852+0.026022905657844667j),(-0+0j),(0.19758981485772936-0.08310976383105953j),(-0.31760192085041966-0.17616499209499792j),0j,0j,(-0.26109324011635815-0.16943729025509383j),(-0.15889646547516662+0.5848082765457522j),0j,(-0.14584166906417853-0.19014062858170283j),(-0+0j),0j,(-4.7273430627938535e-18-3.41888289531052e-18j),0j,(0.08451999820150477+0.08725673644880487j),(-0.025496699721469812+0.2907145087787463j),0j,(0.14084963228465228+0.11891230088842604j),(-0+0j),0j,(-1.0331807933237816e-17-1.0599136635077102e-18j),(-0.31620715436208746-0.2039118348066852j),0j,0j,(7.547544396301901e-18+1.504349677725537e-17j),(-0+0j),(2.4710815495513114e-18-1.8259227751591486e-17j),(-3.2329886640987113e-17+6.805527551722027e-17j),0j
12.5,(-3.322141122853488e-17-1.8117688874582247e-18j),0j,0j,(0.0823095184144722-0.15705651732195727j),0j,(0.1803336164181453+0.02734011080781107j),(0.1161874271483585+0.08534684989756589j),0j,0j,(-0.17214163414266853+0.026966339136781176j),(-0.27575057258801067-0.3371809189197036j),0j,(0.02963275914691199-0.13774115525098302j),0j,0j,(-2.1150131686288694e-17+2.5353282889652146e-17j),0j,(0.04016443103108397-0.6136742221062859j),(0.08198625713484557+0.16035216460017832j),0j,(0.4605233472340262-0.11358060676589027j),0j,0j,(2.4667132275661407e-17+8.230626200498101e-18j),(-0.1296518622911273+0.14876620904349083j),0j,0j,(1.5178374864358406e-17+2.8332979807681605e-17j),0j,(1.2607515628798705e-17-1.8001831310702853e-17j),(2.156343934019591e-17+1.7556339262251234e-17j),0j
15.0,(2.2582422625247147e-17+8.964172176389953e-18j),0j,0j,(0.07391673637762285+0.13812951451558053j),0j,(-0.4696457092066229-0.18358594591165103j),(-0.10798456501990333+0.4490806153526904j),0j,0j,(-0.07650143382487502-0.17790727433313686j),(-0.0169698944253613-0.2516536893373146j),0j,(0.2508241020947169+0.2056282385133678j),0j,0j,(-4.845115697487328e-17+4.238092171014727e-18j),0j,(-0.29818404147242505-0.05213369909188775j),(-0.004015690615512854-0.005441447599146538j),0j,(-0.43141926917463297-0.10220799825663254j),0j,0j,(-4.22867464719938e-17+7.092545257925718e-18j),(0.08479346704175049+0.0780928689202493j),0j,0j,(-1.479244363106496e-18+2.2559946985967106e-18j),0j,(-1.784507960413305e-17-1.7670504188723493e-17j),(-3.820716728235447e-17-2.7495663937027015e-17j),0j
17.5,(2.004550883224346e-17-2.0941919905111805e-19j),0j,-0j,(-0.008951997691559042+0.11290116572184153j),(-0+0j),(-0.06199009275958133+0.091219326402573j),(-0.04675949289549078+0.015650011583146103j),(-0+0j),0j,(-0.07414537071913338+0.3533811057485814j),(-0.1860105730904255-0.37519738792770885j),0j,(-0.6205580678247549+0.12998425137913644j),0j,0j,(-7.596608399214294e-18+2.9553436904128934e-17j),0j,(0.1562586617320902-0.17807722629797582j),(0.01485207104087552+0.19796574467569167j),0j,(0.08674604194105953+0.3446794455387684j),0j,0j,(-2.9313601818202112e-18+9.634707579695042e-19j),(-0.11399431799605765-0.17314246629385044j),0j,-0j,(-1.7752124264441827e-17-6.1325367704736126e-18j),(-0+0j),(-2.619080050657732e-18-1.637563823839045e-17j),(7.46435924427565e-18-2.706970854778048e-17j),(-0+0j)
20.0,(3.8601607208351506e-17+5.190412647097573e-17j),0j,0j,(0.2520217884779016-0.2795542350381616j),(-0+0j),(-0.04601723050303155+0.23234642066844874j),(-0.014154671161006091-0.19083148068667705j),0j,0j,(-0.14242935088553832-0.11036671145384111j),(-0.08931007324483697-0.015610546365572j),0j,(0.30776742006784275+0.06307359149471657j),(-0+0j),0j,(1.0219701070658334e-17+8.74422944441328e-18j),0j,(-0.08316651290027643-0.16099686225774446j),(0.48931818902827756-0.4534334267309048j),0j,(-0.1575482399761813+0.25128876096685265j),(-0+0j),0j,(-1.080724454384552e-17-5.81692719963863e-17j),(-0.07602527278245565-0.23368968678828095j),0j,0j,(4.049514892901808e-18-3.2413187306052676e-18j),(-0+0j),(9.750733095882844e-18+9.191725226496243e-18j),(3.481547252921872e-18-1.0240777889521913e-18j),0j
22.5,(1.987115345852848e-18-5.460003906935504e-19j),0j,0j,(-0.06779433545241703+0.04124033352174789j),(-0+0j),(0.46770936524220497+0.0005880803341815899j),(0.14521043951863366-0.01964641911940128j),0j,0j,(0.5861095759908752+0.16105192107002297j),(-0.2739852345651992-0.45867266499628223j),0j,(-0.0641510896906358-0.04400318928713577j),(-0+0j),0j,(5.428986373369471e-18-1.167622374283501e-17j),0j,(0.08837963469823443+0.06571014099120233j),(0.02255184990219128+0.052748858178439j),0j,(-0.14192955460764126+0.07257966785291614j),(-0+0j),0j,(9.046277375889097e-18-1.2641827751493722e-17j),(0.22221477502545667-0.048014250399300476j),0j,0j,(5.568927916367558e-18-1.2018402700785471e-17j),(-0+0j),(1.5215428553934727e-18-2.754661567626015e-17j),(4.232252401780275e-18-2.1084613057981117e-17j),0j
