2.649170730673056e-06, 0.0
2.249346752081216e-06, 0.1
8.790057184349109e-07, 0.2
1.7550916964204077e-06, 0.3
1.6584558033549968e-06, 0.4
6.425978509305708e-07, 0.5
1.8764395337544926e-07, 0.6
3.2503480928980366e-07, 0.7
7.197002178660483e-07, 0.8
1.8766422227312063e-07, 0.9
4.471902803615535e-07, 1.0
9.504368962964804e-07, 1.1
3.96814967962289e-06, 1.2
8.568241472994842e-07, 1.3
3.1903275218292393e-06, 1.4
1.6990319473553228e-07, 1.5
3.1425090352144025e-07, 1.6
2.624800304884545e-07, 1.7
2.9305698145964953e-07, 1.8
3.1763101870918575e-07, 1.9
8.995526361577078e-07, 2.0
5.665813983535273e-07, 2.1
1.5135010245082015e-07, 2.2
1.5499340727531674e-06, 2.3
3.047735422923026e-07, 2.4
2.2079812200814786e-07, 2.5
3.4562203687915627e-07, 2.6
7.282104381722831e-07, 2.7
3.5367535100583325e-07, 2.8
5.510637124395146e-07, 2.9
1.4872330543758139e-06, 3.0
1.676475979150993e-07, 3.1
2.0929406097103254e-06, 3.2
1.0214999124347202e-07, 3.3
1.0043812370685856e-06, 3.4
1.3338858796396735e-06, 3.5
7.158211581259621e-07, 3.6
2.606392009996128e-07, 3.7
1.3239686469379564e-07, 3.8
6.405688615096494e-07, 3.9
8.76922466863661e-08, 4.0
6.608755168668878e-07, 4.1
5.481552877162343e-07, 4.2
1.3644088259212594e-07, 4.3
1.7835451004977187e-07, 4.4
6.229870088692024e-07, 4.5
1.5770563832617768e-07, 4.6
5.276171283208342e-07, 4.7
2.0821907509294135e-07, 4.8
5.394081948884022e-07, 4.9
1.1253862610693943e-06, 5.0
3.1652238408064193e-07, 5.1
4.7469472075345465e-07, 5.2
3.488508562021764e-07, 5.3
2.004150279066863e-07, 5.4
2.8258346396192735e-07, 5.5
3.4883108912531213e-07, 5.6
1.4389884761545346e-07, 5.7
1.904946387298878e-07, 5.8
1.513620779935998e-06, 5.9
3.6361386990257927e-07, 6.0
8.386119669800962e-07, 6.1
2.9127955059049526e-07, 6.2
3.19177487217992e-07, 6.3
1.1432724914550718e-06, 6.4
2.1123104421150174e-07, 6.5
1.3548171303723322e-06, 6.6
5.404159162392119e-07, 6.7
4.3857197618013544e-07, 6.8
1.863767768561786e-06, 6.9
6.36448604929285e-07, 7.0
