,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(3.594666330613932e-17-3.857171167321809e-18j),0j,0j,(-0.10368238390547398-0.3095195726319233j),0j,(0.34720956682349335+0.2635866477191942j),(0.0823275869222844+0.053237337733303976j),0j,0j,(-0.20835942710517222-0.27315133566905336j),(0.28880573026323875-0.01664001280028743j),0j,(0.07174019019560916+0.058739769161358625j),0j,0j,(4.1375557732262244e-17+4.0214451040974236e-17j),0j,(0.38170574407341384+0.15168680720506814j),(-0.09329508179855978-0.34278779858610564j),0j,(0.2689841328166378+0.23100912266876994j),0j,0j,(-1.7542298857892743e-17+1.3773177742343875e-17j),(-0.12053821270003794-0.21984640192078078j),0j,0j,(1.067829754775473e-17+2.879380931243598e-17j),0j,(-1.7918306199864642e-17-1.748667331099465e-17j),(-3.6697242381676054e-17+5.034301929962152e-17j),0j
5.0,(-1.852349170887212e-17-2.7620707291878265e-18j),0j,0j,(0.02455525261664443+0.23889435535651898j),(-0+0j),(-0.19240822539207142+0.2736342888022697j),(0.20174325667813542+0.15216309011148169j),0j,0j,(0.0890035059536246+0.09760588524567852j),(-0.1926262499038989-0.6836676208373711j),0j,(0.03337472162544178+0.2584926737397316j),(-0+0j),0j,(-2.068310162658396e-18+3.316517801151169e-17j),0j,(-0.26654995743357607+0.14594458660630885j),(-0.09451933557552053+0.05967502633919533j),0j,(-0.15396594070230588+0.15441333337186103j),(-0+0j),0j,(6.786448896370657e-18+1.0099357481333904e-18j),(0.02597984462862503+0.15369163279982662j),0j,0j,(2.320250819364703e-18+2.0141513063211062e-17j),(-0+0j),(2.973112201953148e-17+1.2620226444789157e-17j),(8.442920631175406e-18+1.3749618957112251e-17j),0j
7.5,(1.8241026169356878e-17-1.491546356868274e-17j),0j,0j,(0.14059817650606593-0.21167003917899554j),0j,(0.049186160069062776-0.2812385359945176j),(0.05583414029766604-0.13875856694051314j),(-0+0j),0j,(0.08608350216889259-0.18320837888130817j),(0.31261270743724007-0.05265558864395742j),0j,(-0.08515520675427465-0.017166499347943384j),0j,(-0+0j),(-1.2482406430414428e-17-7.554504040393175e-18j),0j,(-0.13525918019426297+0.3559688576433962j),(0.2152257381061142-0.34007597878611306j),0j,(-0.43307998079451715+0.25088725264257794j),0j,(-0+0j),(5.18410371927051e-18-5.053531190321857e-18j),(0.04004612022296308-0.3513289516458128j),0j,0j,(1.1040980631013709e-18+1.426072277024545e-18j),0j,(1.4691463795823056e-17-3.216698972622803e-18j),(-1.5961690990723544e-18+1.8094900909757168e-17j),(-0+0j)
10.0,(-5.375405114921724e-18+4.040955204894692e-17j),0j,0j,(0.175027347844615-0.35907254143106115j),(-0+0j),(0.1605952128797024-0.03856340925587127j),(0.3977870016207657-0.05806941054098719j),0j,0j,(-0.02466697943155519+0.08426384671267426j),(-0.4946222590250584-0.11437905530508208j),0j,(0.11114554251251015-0.24869036842471987j),(-0+0j),0j,(-9.391104815716626e-18-1.1397594133427095e-17j),0j,(0.06288264053060254+0.014497988749082511j),(-0.19711712223737374-0.37344136729217353j),0j,(0.02584034922519357+0.3056347216409777j),(-0+0j),0j,(-1.1016916276502798e-17-7.40252273791884e-18j),(0.0017089680523400264-0.1879992798114766j),0j,0j,(9.180763249075165e-18+2.097636504909405e-17j),(-0+0j),(6.375562061079728e-18-9.0570627304397e-18j),(-4.0258909226352406e-17-1.7100464112702898e-17j),0j
12.5,(-2.1956561223010002e-17-1.482559904079155e-17j),0j,0j,(-0.30942628276713324+0.14102408345186002j),0j,(0.08066848808580948+0.40296016252205047j),(-0.2464072800112555-0.14216851830518426j),0j,0j,(-0.12852285693971277-0.09348135801600203j),(0.05648777362329885-0.2055128617222755j),0j,(-0.02188393327722643+0.2811771092233709j),0j,0j,(-7.870420707257505e-18-7.421942315966732e-18j),0j,(0.23127890544581825+0.3987951679424756j),(0.1047472744849455+0.009515344148935852j),0j,(-0.409158474605831+0.15910072185800278j),0j,0j,(1.8875362689682046e-17-1.1295085539641537e-17j),(-0.07137404864604885-0.25084672644071454j),0j,0j,(3.6795428134766695e-18-4.93790687620596e-18j),0j,(-4.575121572928413e-19-1.8394879120152326e-17j),(3.8006433914933735e-18-7.229961075162029e-18j),0j
15.0,(1.476869164100946e-17+8.847852469369955e-18j),0j,0j,(-0.3547832613696141+0.42008236787483677j),(-0+0j),(0.23199835778963585-0.3591363692430473j),(0.16883207130619393-0.04878926357911819j),0j,0j,(0.11383462645632336+0.3712962473625108j),(-0.0769565482385218+0.4444440528488823j),0j,(-0.1588236198933693-0.07244587985454433j),(-0+0j),0j,(-7.801318651947363e-18-1.9721397978590233e-17j),0j,(0.16201430094993302+0.08812037772979134j),(0.20096447779635476-0.006755207652241468j),0j,(0.04794983459458736+0.0926920578623014j),(-0+0j),0j,(2.2314105884498226e-17-2.4343782239061938e-17j),(-0.10907955680262496+0.044630358841703126j),0j,0j,(-2.5967198214047037e-17+1.4487190630412833e-17j),(-0+0j),(-1.5866957829004312e-17+4.5310517674987834e-17j),(-1.374599664823618e-18+1.4529343384714882e-18j),0j
17.5,(-1.0052542414854167e-17-8.653256292087759e-20j),0j,0j,(-0.05511237369125017-0.0030514628840417404j),0j,(-0.17823712645643378-0.46077377268417036j),(-0.3402224599299482+0.38479568901860495j),0j,0j,(-0.07037078734131597+0.41576552361715724j),(-0.02659808454520521+0.411434989905503j),0j,(0.22170703705144532+0.02232125428368134j),0j,0j,(-2.6409058818329386e-18+3.821387287774773e-19j),0j,(-0.1307806003989023+0.18320853542301951j),(0.03598693788831473-0.03496505322985571j),0j,(-0.08974824583359728-0.1404109224824881j),0j,0j,(1.0960902120379717e-17+6.99490873948129e-18j),(0.08527231562148009+0.058085809868564625j),0j,0j,(1.35111995312609e-17+1.265822951381676e-18j),0j,(2.6359685141622035e-17-1.1587059460429998e-17j),(-4.407097327063972e-18+1.7264999887784217e-17j),0j
20.0,(-3.948524751166738e-18+1.6569314054495944e-17j),0j,0j,(-0.29854252533824366-0.028235210113081388j),0j,(0.48172631117370623-0.1689182190898941j),(0.07735487869725935-0.0047842965672147755j),0j,0j,(0.043480588159539896-0.15890354780397278j),(-0.14138164423387675+0.18016614390324875j),0j,(-0.0919490472900859-0.18306796476916273j),0j,0j,(7.034001767162392e-18+8.666267067555073e-19j),0j,(0.01183179954077837-0.22760600627642957j),(0.041093435975732645-0.07968531022443767j),0j,(-0.20744782200901887-0.5785180693861761j),0j,0j,(-5.1173617597139284e-18-1.797864215355965e-18j),(-0.11004352045109027+0.26852674302755963j),0j,0j,(-1.8646005627427103e-17-1.54292664910747e-17j),0j,(2.334134510661797e-18+4.2151974973006684e-17j),(-1.7404976655810206e-17+7.106976714267224e-18j),0j
22.5,(-3.136374711774122e-17-2.170030888245048e-18j),0j,0j,(0.04383306531555119-0.17888246414215708j),0j,(-0.28794379210299814+0.27714144200342955j),(0.27805706188916796-0.007329062477316045j),0j,0j,(-0.0773881700888806-0.009726123140441502j),(-0.08904510186911282-0.08807861973238469j),0j,(-0.309145138184907-0.2609357880586044j),0j,0j,(1.4076424535307348e-17+5.422878988174396e-19j),0j,(-0.008752834550208408+0.008392429040613941j),(-0.1863294434795379-0.4240471501788986j),0j,(-0.16678935624000557+0.5180913360972205j),0j,0j,(-2.3492897800826285e-17-2.39172997090365e-17j),(-0.17147747729504698-0.05691339393575314j),0j,0j,(5.294967012991814e-18+1.9936589059428613e-19j),0j,(2.0067814399387266e-18-2.4258622300507684e-17j),(-7.015300433172385e-18-1.877822340680252e-18j),0j
25.0,(-9.205969463257716e-18-9.5554514135879e-18j),0j,0j,(0.028904087928428832-0.03125277183745353j),0j,(-0.0290227944875506+0.09232001053398296j),(-0.17056487983478333+0.026478422505428756j),(-0+0j),0j,(0.2138975001602-0.11025156986199817j),(-0.5803050989324318+0.09321225621040166j),0j,(0.06559080896111445-0.1632183790798272j),0j,(-0+0j),(2.2170231477675817e-17+3.254370365268521e-17j),0j,(-0.12299305381836922-0.05607424979468879j),(-0.22891262223379089-0.05173502754263354j),0j,(0.38050062935279927+0.034898695928244156j),0j,(-0+0j),(-1.3685129740054997e-17+1.7533696481622392e-17j),(-0.5503684164937219+0.049833667147736016j),0j,0j,(3.0914495451749168e-18-9.982204780216507e-19j),0j,(-1.9425946751310174e-17-1.330282610810763e-17j),(-7.962823483027453e-19+7.444778008216668e-18j),(-0+0j)
27.5,(2.0581322149917818e-17+1.7545708873287394e-17j),0j,0j,(0.2917626494781863-0.10128654549408891j),0j,(-0.11430311151665357+0.3912181878775328j),(-0.24544396844971722-0.043577872804012596j),0j,0j,(-0.06567181747468995-0.034567957259600046j),(0.24989718953083248+0.12643044719555246j),0j,(0.3756664878697688+0.15890356974430406j),0j,0j,(1.1607992179696402e-17+6.8403523905995266e-18j),0j,(-0.011889894808455627+0.13413054540904285j),(0.23660210177797517+0.001416133437184372j),0j,(-0.5361609545852724+0.12539467603376545j),0j,0j,(-2.0967570822591955e-18-2.675583887350089e-18j),(0.05123462500212972+0.21472769921215545j),0j,0j,(-1.3902283914466393e-17+3.993539936686596e-18j),0j,(1.0965799969925286e-17-1.655012573985795e-17j),(-2.7608155696165906e-18+1.282114976937629e-17j),0j
30.0,(2.541895488615896e-17+1.2581512169299603e-17j),0j,0j,(-0.0925760589320922-0.014928404998701704j),0j,(-0.3713882250451043+0.3309872860039553j),(0.00380563170156693+0.03650146850581231j),0j,0j,(0.005572864198710403+0.0658134984072907j),(0.29560032527923497-0.13504213677174332j),0j,(-0.1794234799115133-0.06614168410082813j),0j,0j,(2.7315162800796983e-18-4.951428291148058e-19j),0j,(-0.046050519674695714-0.12554455981674312j),(-0.3474357228433623+0.2814199873576662j),0j,(-0.42741887828837316-0.39990011908402223j),0j,0j,(1.2437138133842507e-17-2.1016781068339226e-17j),(0.16601447647295373-0.08873319600400004j),0j,0j,(-5.191001455252298e-18-4.2919700868736e-17j),0j,(-2.6110258290861965e-18-4.2677834047986715e-17j),(-5.280438762876135e-18-4.56966290318155e-19j),0j
