,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,(-7.37860923023231e-18+2.707279356419693e-17j),0j,0j,(0.32151668375759385-0.1405709341909429j),0j,(-0.24423367496234455+0.43932313399223266j),(-0.03359310979936558+0.03234385830251106j),0j,0j,(0.2376588694409745-0.2022438441446619j),(-0.0013544251246918881+0.29033521889711567j),0j,(-0.034756710586308096+0.06417664359640976j),0j,0j,(-6.620744874219682e-18+4.541609863054752e-18j),0j,(-0.07938597380785045+0.3480624155242971j),(0.3195564865445525-0.12232019878390787j),0j,(-0.27895473174064567+0.27700894873650556j),0j,0j,(1.2984753005542837e-17-7.36415447251772e-19j),(0.17873958330011566-0.0632792028385475j),0j,0j,(-5.390140771886225e-18+2.2555567058545804e-18j),0j,(-6.773873324266173e-18-2.6840098652635838e-17j),(-3.360456777488789e-18+9.279045525738901e-18j),0j
5.0,(-1.565185324915467e-17+1.811777741956938e-17j),0j,0j,(-0.13537681892521136+0.10130644728416986j),0j,(-0.31145099106616286-0.1666443562607303j),(-0.15088656894963787+0.3099638844706993j),0j,0j,(0.1256854728475778+0.2530813431574986j),(0.424991426954793-0.3625549796270687j),0j,(0.09508199076337095+0.42954256511250544j),0j,0j,(-4.019513577551395e-18-7.475459559065455e-18j),0j,(-0.15130766803040302-0.04967451990912813j),(-0.0064378994723260086+0.026718539503353726j),0j,(-0.10784572283646134+0.13536653415574368j),0j,0j,(2.3849854479701407e-19-3.3452495506795394e-18j),(-0.027431432424883884+0.29242312656364966j),0j,0j,(1.6000168500829425e-17-5.135555523084315e-18j),0j,(-1.3575834802836533e-17-3.352612853429036e-18j),(1.3990067279097e-17+2.713590103483542e-18j),0j
7.5,(1.1819721548755334e-17-8.017395730971811e-18j),0j,0j,(0.16300872588805337-0.02996903877691623j),0j,(-0.08138091016744754-0.034761052210404667j),(-0.0815440941626476-0.044976129212235226j),0j,0j,(0.11913288217101022-0.17918995744002353j),(0.01036634957853505+0.3386054296871097j),0j,(0.06957486438533853-0.35594382406967884j),0j,0j,(8.043558534292402e-19-1.218012703709605e-17j),0j,(-0.3733927854777445+0.20218255227805937j),(0.0618636899075852-0.3050339941195538j),0j,(-0.5492365213549646-0.24406973031479107j),0j,0j,(4.0428642302058716e-17+3.031074628321962e-17j),(0.06062814089083786-0.14610857396657095j),0j,0j,(-8.98876550697342e-18+4.292910544928144e-17j),0j,(2.454099605438406e-17+8.942518979824861e-17j),(-4.0837867633474615e-17+1.4223858038777591e-18j),0j
10.0,(-5.360950221805013e-18+1.699098938696388e-17j),0j,0j,(0.2146303664491498+0.1535446450143046j),0j,(-0.26432617176714723+0.13464951288018576j),(0.09646034569177031+0.02537953455955174j),0j,0j,(-0.06832497472852733-0.1433147518628675j),(-0.3680827655259599-0.42066835366113386j),0j,(0.21892980534265608+0.044133241363955286j),0j,0j,(1.4325113559653168e-17-1.671001023561968e-18j),0j,(-0.2583453431617912-0.13115331335845826j),(0.2045058557817997-0.24512130956954034j),0j,(-0.3103740273112002+0.15188302842321869j),0j,0j,(5.084205389708194e-18-1.0620809366603082e-17j),(-0.06747645909347672-0.3675240539887432j),0j,0j,(-5.7152499206277706e-18-1.408364427527932e-17j),0j,(-3.985277780629247e-18-1.2267174263032448e-18j),(-4.818677559773089e-19+1.2112378992732358e-17j),0j
12.5,(-9.497847698043897e-18-2.638652131657276e-17j),0j,-0j,(0.017088481044926496-0.2690144786559133j),(-0+0j),(-0.007699158644106571+0.23353122899257556j),(0.10220267289664696-0.09589917977879928j),(-0+0j),0j,(-0.10606833922280234+0.007669388815081439j),(0.6567824448336012+0.1569865022663806j),0j,(-0.09511694470171653+0.15482145118673074j),0j,0j,(8.441634640160975e-18+2.05597432056959e-17j),0j,(-0.09661268655500294+0.42717596734050844j),(0.11684061183129196-0.026173402328896492j),0j,(-0.041275747278310994-0.15325882761926196j),0j,0j,(1.8864059094543042e-17-2.5190863218101575e-17j),(0.34827417890618295+0.011398300297655567j),0j,-0j,(3.1520267644127517e-18-1.2810575970797873e-17j),(-0+0j),(-5.782574144864256e-18+1.5179837398053292e-18j),(5.892703843579205e-18+3.684203362323554e-19j),(-0+0j)
15.0,(7.291956332236365e-18-1.1280869130923998e-17j),0j,0j,(-0.3514325314503056+0.08376267335744725j),0j,(0.028071814612108004-0.4904914124077676j),(0.19453458083579417-0.02828212023452603j),(-0+0j),0j,(-0.11225819152557581+0.3694058298344965j),(0.0522416475889196-0.010275999201005265j),0j,(-0.324264146506772-0.3009820334986899j),0j,(-0+0j),(2.2824714950753104e-17+6.8058474287938405e-18j),0j,(0.12046148408232375-0.10121863147306727j),(-0.019904291918589556+0.01270901739200502j),0j,(0.250660303893327-0.2456647868103044j),0j,(-0+0j),(2.2213965180505355e-17+1.4984145716377387e-18j),(-0.21806718191915359-0.2139668876266256j),0j,0j,(2.1830048368841755e-18+3.581898335439406e-18j),0j,(1.1955360443862837e-17-3.1080896904698464e-18j),(-1.2187663453619238e-17-3.2750147969231484e-18j),(-0+0j)
17.5,(-7.22581647974708e-18-2.5919394147947714e-17j),0j,0j,(0.049648265288342236+0.17780615494403335j),0j,(0.41498701927108217+0.09461499974766491j),(0.12170760254871615-0.20636575931323173j),0j,0j,(-0.08938574755927722-0.09510432620609964j),(-0.4832402553207429-0.07729142136552758j),0j,(-0.016220836901236935+0.2645675310857123j),0j,0j,(5.481391260235549e-18-1.7663536406416137e-17j),0j,(0.14264285956411313-0.04947179387534445j),(0.4493008311526233+0.24077287960902233j),0j,(0.002969751958434741+0.1887373587353286j),0j,0j,(-1.2696654494478844e-18+1.3024515486365043e-17j),(-0.025789823211990776+0.28571383827975944j),0j,0j,(7.66338436165696e-18-7.842894659046278e-18j),0j,(9.774235616298226e-18-1.2753919030910468e-17j),(4.211042181673138e-18+7.495906350719396e-18j),0j
20.0,(3.633450244997337e-18+2.791094773493891e-17j),0j,0j,(0.229487309344876-0.02253934030842973j),(-0+0j),(-0.4097707846668798+0.16874073238279724j),(-0.19580762817242442-0.1568618898682022j),0j,0j,(-0.13316458830449346-0.49432300053082623j),(0.01364745245127139-0.04944083390732433j),0j,(-0.14478355096903228-0.07763552825766318j),(-0+0j),0j,(-3.7846764410244905e-17+2.7524201367340086e-17j),0j,(-0.07890696614010584-0.04014312899155369j),(-0.03944940992126236-0.2316768928438368j),0j,(0.2468041724610235+0.34197133425793574j),(-0+0j),0j,(4.051093045871433e-18+3.821270379259961e-17j),(0.1418312750813401-0.3670783061757633j),0j,0j,(-3.6897205310244293e-19-2.2027930745077554e-17j),(-0+0j),(7.164489518628173e-18+9.146576780678918e-18j),(2.5860124464237294e-17-1.1887005704873606e-19j),0j
22.5,(2.8348714433291426e-17+2.6809311356669185e-17j),0j,0j,(0.06853489145321963+0.23046028796774443j),0j,(0.18633204302178405-0.17257608677703373j),(-0.4596608671196565+0.1850929162240827j),0j,0j,(-0.30818938541124385-0.044352003632250225j),(0.19320047834142154+0.48423499308440854j),0j,(-0.033309709954999905+0.1584950886194297j),0j,0j,(-4.4121505043883016e-17+2.8787512059805526e-17j),0j,(-0.06367848671913177+0.03285770342948268j),(-0.15126322915947762+0.2713286034923246j),0j,(-0.1803027125048246-0.15821152989510837j),0j,0j,(-8.821920051797687e-18-5.737011754732768e-18j),(0.04606441695403714-0.2754217973053297j),0j,0j,(-6.40178330573716e-17-1.554100697374537e-17j),0j,(-7.775402962111402e-18-4.8728871768688325e-18j),(-1.3082153549576034e-17+1.937247812287383e-17j),0j
