,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-5.607121522507173e-18+3.015645452447778e-17j),0j,0j,(0.36709537577606277-0.3882106589796411j),(-0+0j),(0.2858973094977366+0.375805544603853j),(0.0759371782069041+0.6969934973666206j),0j
4.0,(1.5132762057908258e-18-1.746215205797631e-17j),0j,0j,(0.7727469341971412-0.13696493474257243j),0j,(0.08052107891639074-0.1235345838209958j),(0.0890047928679148+0.5953456908693766j),0j
6.0,(-3.165816031787121e-17+1.5299763803933055e-17j),0j,0j,(0.8801502642766896-0.03372664823542226j),0j,(0.3240054215242027+0.22175209309952443j),(-0.24589634779195424+0.0978749593305607j),0j
8.0,(4.091894904853896e-18+2.9160915999847434e-17j),0j,0j,(0.9259062648085663-0.002760464309762012j),0j,(0.06470057029899956-0.33601703858236875j),(-0.10321614302740634-0.12224067420015619j),0j
10.0,(-8.968999550244203e-18+1.3751087290259268e-17j),0j,0j,(0.526805474792084+0.01716277678534195j),(-0+0j),(0.32449758354723013-0.7091629992052915j),(-0.30468720793653814-0.14538326923035183j),0j
12.0,(3.913939528281425e-18+2.26114584244319e-17j),0j,0j,(-0.05345515927589489-0.23446950435262848j),(-0+0j),(-0.18147944553335515+0.030963668769503253j),(-0.6180312382309036+0.7254725688207895j),0j
14.0,(-1.9181374446120652e-17+6.4941691882745674e-18j),0j,0j,(0.08709004276353913-0.4296830289673371j),0j,(0.39210485271290224+0.1329001990954208j),(0.4541096972355861+0.6558685260819388j),0j
16.0,(6.390786537341209e-18+1.2098604858097673e-17j),0j,0j,(0.044767101707259116-0.8521518297432716j),(-0+0j),(0.17510789874801444+0.009914606937795j),(0.47524555597508156+0.12334403739616062j),0j
18.0,(8.649241044401857e-18-6.031177219535677e-17j),0j,0j,(-0.8647294353072728+0.22286546352357672j),0j,(-0.17898872885958506+0.2663565049073994j),(0.05993934272323828-0.30983626532450514j),0j
20.0,(8.779031988224409e-19+1.3523381422700291e-17j),0j,0j,(0.40070341872234916+0.4801122692636954j),(-0+0j),(0.6138303854002586+0.357294193984177j),(-0.20575601415009317-0.24929211514269783j),0j
