,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(9.436658242984528e-18+2.5806635738217335e-17j),0j,0j,(0.3557101368732479-0.47739803634478306j),0j,(0.5345840244366478+0.30001235309640484j),(0.05028590127351193+0.5169576872042302j),0j
4.0,(-1.5889339377275956e-17-1.1384054123506234e-17j),0j,0j,(-0.17543384172976828+0.8870729736824776j),(-0+0j),(0.05443802813233397-0.08027645777324789j),(-0.41409266529581157+0.037999506664096655j),0j
6.0,(9.660194085687551e-18+7.746793020041669e-18j),0j,0j,(-0.5214996725616714-0.4214564450077143j),(-0+0j),(-0.6796727524664412+0.013041104994589436j),(0.2965929751639075-0.01788973723012341j),0j
8.0,(2.4972582837346973e-17-1.870370046418438e-17j),0j,0j,(0.7166300369572871-0.18248121212033191j),(-0+0j),(0.34825120737010984+0.009729531889692195j),(-0.3113118676249082-0.48461670545293j),0j
10.0,(6.428674217638001e-18+3.051892927154079e-17j),0j,0j,(-0.08422774550305098+0.42418715606919716j),(-0+0j),(0.4473088775930083-0.2696863276335992j),(0.5996593511213577-0.4249278278014961j),0j
12.0,(-8.546370682151347e-18-7.786294064635806e-18j),0j,0j,(-0.25004512984079236+0.21609241278435667j),0j,(0.28158100049889284-0.423667532033734j),(-0.07418582639021015-0.7915149574084032j),0j
14.0,(-2.954174062653292e-17-4.2648369947736194e-17j),0j,0j,(0.4728098237686617-0.1055031577150641j),0j,(0.0658202091349669+0.04633119060943014j),(0.0468570254087563+0.8698537200449181j),0j
16.0,(-1.064046364907064e-17-1.6212456102257428e-18j),0j,0j,(0.620263794345454+0.6107785439373856j),0j,(-0.05444595052043655+0.26526343338348096j),(-0.3961225025514186+0.10945459352554546j),0j
18.0,(-1.5198151559784768e-17+7.695686981899973e-18j),0j,0j,(0.766215012580915+0.46224965100710624j),(-0+0j),(0.36072987882042395-0.20455377650273293j),(-0.16454995515716309+0.013958292943079917j),0j
20.0,(1.2140052189764513e-17-3.2667095385462277e-17j),0j,0j,(0.7754915554138029+0.07210241982713056j),(-0+0j),(0.3701166228995117-0.16910418460513021j),(-0.2730481402781203-0.3915051236320001j),0j
