,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-3.0046924630680884e-17-6.21034576711769e-18j),0j,0j,(-0.3981940271322761-0.061916008622649066j),0j,(0.10873780087344928-0.5919931726309131j),(0.6266181347843035-0.2875374967051305j),0j
4.0,(-2.4272725523088773e-17+3.4201611563381015e-17j),0j,0j,(-0.4371358829122385-0.7838996551955233j),(-0+0j),(-0.15365907347902374-0.14453356882094873j),(0.38395105194932-0.04994073270724039j),0j
6.0,(-1.8726893140457865e-17+6.836461320401814e-18j),0j,0j,(-0.12153231128334979+0.7930574865450599j),0j,(0.4008450888190108+0.24081627739056816j),(0.29973730995256964-0.21858179403780514j),0j
8.0,(-1.1737544929901737e-17+1.3393348617454782e-17j),0j,0j,(0.3784950670308262-0.14411368881926476j),(-0+0j),(0.023281341001983424-0.3888458142868307j),(-0.7144363871091863-0.4169056123097511j),0j
10.0,(-1.8724500253878824e-18-3.870794073596967e-18j),0j,0j,(-0.34880889870259074+0.143861308935133j),(-0+0j),(-0.0389055607010062+0.3132824984761622j),(0.7230446406543712+0.4849568610643842j),0j
12.0,(1.390904142154347e-17-1.969896816646455e-17j),0j,0j,(0.6425993411331248-0.17255081214123938j),0j,(0.3208532695361761+0.3875351121835467j),(-0.2538477219627242+0.489615516820944j),0j
14.0,(-3.963925803468478e-19-8.147695042372289e-18j),0j,0j,(0.7314008234798433+0.003559886346920338j),(-0+0j),(0.07327360475132727-0.4760793739133573j),(0.19484895133909494+0.44164856771563377j),0j
16.0,(-1.8994275823014964e-17+1.3117368262842641e-17j),0j,0j,(0.25697097619128906+0.5970082649542464j),0j,(0.46048078949015414+0.5119987891941613j),(-0.18932797210329927-0.25983966272512105j),0j
18.0,(-8.867803486082753e-18-1.3028385417342813e-17j),0j,0j,(-0.6763442048262545+0.33806054885568093j),0j,(0.10236699191341207+0.2183881737491059j),(0.4275601227046636+0.4327742227897133j),0j
20.0,(-4.913549234453453e-19+2.385091971459895e-18j),0j,0j,(-0.3500624333242325+0.5258517889483405j),(-0+0j),(0.3558142695497489+0.292456682980457j),(0.622248993239251-0.04009580292914444j),0j
