,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.3583986968164895e-17-4.178660379155948e-17j),0j,0j,(0.2140281438860604-0.5633920932261774j),0j,(0.5194985149422578+0.16946384307827292j),(0.2583681603746707+0.5209899187906171j),0j
4.0,(-1.9168703912281416e-17+4.328032078620813e-17j),0j,0j,(0.8604931345801156-0.2738165695716825j),0j,(-0.09690402417296776-0.08295846740031894j),(0.23618330384046718+0.33544150211498824j),0j
6.0,(2.3705099413178793e-17+2.6304765400774465e-17j),0j,0j,(0.5714342495283697-0.009279645914877066j),0j,(0.6545065976478053-0.39754974328099374j),(-0.2655301608250253+0.12824131776689843j),0j
8.0,(4.060616533944567e-17+5.28749524801568e-17j),0j,0j,(-0.7044298534101612-0.25732772732599146j),0j,(-0.13037507268377824-0.10218249461140587j),(-0.12865829290582528+0.6273508940441763j),0j
10.0,(-1.6715929120939793e-17+3.734626706832666e-18j),0j,0j,(-0.36441028106579554-0.1593163305596964j),0j,(0.20256802246593714+0.7425930526990421j),(0.2865954122264497+0.4089110880358348j),0j
12.0,(3.24176458733555e-17-4.3081949763635464e-18j),0j,0j,(-0.1856784151776101-0.04695818941453769j),0j,(0.3336626533565337-0.0956222923540689j),(-0.40534578765512896-0.8237347012080486j),0j
14.0,(1.5829171811255556e-17-8.217148251525188e-18j),0j,0j,(0.12697925011472216-0.26890093878768073j),0j,(0.5093272938251008+0.14797904848241572j),(0.11030052421312164+0.7861871650521624j),0j
16.0,(-1.829723847301101e-17+4.827698324971896e-17j),0j,0j,(-0.8755824500356881+0.14847630387009958j),(-0+0j),(0.10831460039690655-0.31253104563661505j),(-0.12091509131879934-0.29543526181565416j),0j
18.0,(4.8610279930211964e-18-8.71606833694718e-18j),0j,0j,(0.3628610732992829-0.5744849695598728j),(-0+0j),(-0.31140880462982856-0.5540411772041461j),(0.309731298405754+0.1960314117253546j),0j
20.0,(7.50656960080369e-18-3.026106727839632e-18j),0j,0j,(0.16717241593881405+0.7091390499425243j),0j,(-0.11727722487787753+0.4603249751331647j),(0.4065501630313861-0.2797125773513631j),0j
