,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.600706940036457e-17-1.4219078532310443e-17j),0j,0j,(0.08966402055606967-0.5292956667115215j),(-0+0j),(0.44067413637664504+0.15366996980018163j),(0.4570486768033356+0.5339520704714579j),0j
4.0,(1.5315828760014174e-17-1.364257410951819e-17j),0j,0j,(0.35221478305378506+0.8253588066944034j),(-0+0j),(0.1068801403367402-0.07181929270746365j),(-0.3470819941592358+0.24016723535364196j),0j
6.0,(-2.231729239726439e-18+1.0006571902400124e-17j),0j,0j,(0.5253234243842168+0.49115016928070276j),0j,(0.6255215199373403+0.06852009469330983j),(-0.2187601707372993-0.19743004691855787j),0j
8.0,(-4.6776061368890693e-17-6.6055900990653435e-18j),0j,0j,(0.407384053795931+0.38891159108751855j),(-0+0j),(-0.06429616782994396+0.23070737077182152j),(0.6439431851307234-0.45908963528727637j),0j
10.0,(-4.8754567031230415e-18+8.766531399068066e-18j),0j,0j,(0.09671497269286712+0.32685295538184783j),0j,(0.3781807729157767-0.7826617304229507j),(0.1492138367761611-0.32552804680685277j),(-0+0j)
12.0,(-1.5441118547169372e-17-6.543228127082949e-19j),0j,0j,(0.03507443376299838-0.13201846115978016j),0j,(0.2682335530363758-0.053356231390109296j),(-0.5354290481168187-0.7873122112854932j),0j
14.0,(1.2314268505986106e-17+2.4382062242738234e-17j),0j,0j,(0.030904041680208424-0.19688579548037255j),0j,(0.5422225520353035+0.4225105006204855j),(-0.15240738701958895+0.6815662059238996j),0j
16.0,(-1.7545532665077538e-17-1.6248568976403506e-17j),0j,0j,(0.837459815591918-0.1906789880499281j),0j,(-0.16404523727257006+0.17176413703235777j),(0.26302760320162305+0.3697368011122659j),0j
18.0,(-2.871773815702048e-18-5.564037143245754e-18j),0j,0j,(0.6831671655814568+0.1349982349006571j),0j,(0.5114116122656103-0.36736542468650835j),(-0.1958708182791397+0.2831846227755955j),0j
20.0,(1.8810321945533796e-17+6.574457449397588e-18j),0j,0j,(0.7357428086742444-0.35061515291474j),(-0+0j),(0.3215723925807886-0.027945628463820094j),(-0.3509250352395648-0.3292618894625472j),0j
