,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.3074510955001973e-17-6.4850367941352e-18j),0j,0j,(0.4402412446269799-0.39997796865000323j),(-0+0j),(0.39100789223315763+0.33861149525402223j),(0.0012768145225279248+0.6153525203993224j),0j
4.0,(-3.011645950635362e-17-3.860576203611969e-18j),0j,0j,(0.03082377680982412+0.9419555518524426j),0j,(0.2183161355522883-0.031374047751294334j),(-0.23483184637938412+0.08931613028340951j),0j
6.0,(1.2362667525504313e-17+1.6883807675571547e-17j),0j,0j,(0.5856720947097731+0.32787059112689565j),(-0+0j),(0.6401061300138542-0.25272543342468423j),(-0.22884061220937751-0.1533461599616878j),0j
8.0,(-1.0955703333679958e-17-4.8372414660635056e-18j),0j,0j,(0.48612618855800127-0.15911413394684717j),(-0+0j),(0.38219156223008977-0.10046532154206889j),(-0.42234949124157917-0.6354693205434601j),0j
10.0,(-1.1222593814472467e-17+2.225768188055474e-17j),0j,0j,(-0.32093930849079516+0.07590466788754809j),(-0+0j),(0.5826359300236579-0.03023756112728443j),(0.6662184173099585+0.3271246322701572j),0j
12.0,(1.9529452769688383e-18+2.593615356193561e-18j),0j,0j,(0.5307434499605556-0.24544551252343316j),0j,(-0.19630527924919416+0.3686687568013064j),(0.36370629112428765+0.5927336751022048j),0j
14.0,(2.962387603906789e-17-9.85952532237208e-18j),0j,0j,(0.4765573804430465-0.05454387168085209j),0j,(0.48588804083902704-0.12618103819461113j),(-0.11432034913666844+0.710520966861877j),0j
16.0,(-4.706375614966124e-18+2.344759039744629e-18j),0j,0j,(0.7476016420987163+0.5163776758498722j),0j,(-0.08372192523421432+0.3781195745044569j),(-0.15238924775038104-0.03520830011383134j),0j
18.0,(2.2363451138190327e-17+1.3775804495384292e-17j),0j,0j,(-0.5598605740605284+0.5710294371829108j),0j,(0.40329866738400005+0.3832082576751614j),(-0.22386853110004976-0.029428156621619447j),0j
20.0,(-8.176431741653815e-18+8.609453856382063e-18j),0j,0j,(0.45331621002699185+0.07164526989874395j),(-0+0j),(0.6421729887589083+0.17445484582335283j),(-0.14921354352210528-0.5694611898406057j),0j
