,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(2.3356150033842162e-17+3.4385716778278625e-17j),0j,0j,(-0.5271745767602978-0.3262047638778527j),(-0+0j),(0.32489759453159417-0.485141934666799j),(0.5046121670936784-0.14185497790827079j),0j
4.0,(5.038673106750414e-18+1.048845918338676e-18j),0j,0j,(0.7033069729224222-0.5903238852181109j),(-0+0j),(-0.1897065212001403-0.07257763571108888j),(0.32102616687192553+0.11208539232184057j),0j
6.0,(-2.805552633042002e-18-3.626199410608814e-18j),0j,0j,(-0.5358364465446003-0.27133674896453464j),0j,(-0.7409718952423037+0.04638287589209905j),(0.2900633235621406+0.06267550418547962j),0j
8.0,(-2.1001812641933736e-17+9.379226565837903e-18j),0j,0j,(0.5544935161526611+0.47073708229158495j),0j,(0.12593128089928626+0.10343693146032679j),(0.31951594876527856-0.5850600072522683j),0j
10.0,(-3.2763477545043752e-18+3.884894757088128e-17j),0j,0j,(0.32723076254985917-0.24505898081833927j),0j,(-0.7058599599926789-0.13340712965361468j),(-0.5615982012521821+0.03791884687521002j),0j
12.0,(8.534749733185457e-18-1.596732829764403e-17j),0j,0j,(0.2885032404157012+0.016405252284175137j),0j,(-0.3231092573587176+0.10197669723816805j),(0.2724024637466954+0.8529330611140338j),0j
14.0,(-1.642002799845916e-17+1.5829552381420592e-17j),0j,0j,(-0.23150117878123683-0.3412574455424045j),0j,(0.15670054276773834-0.4740289249968787j),(0.7573391060051019+0.08443670269949988j),0j
16.0,(1.8164696562268516e-19-5.720347458316338e-18j),0j,0j,(0.9464848616426804-0.17784009144256713j),0j,(-0.019921994021955172+0.20237645275449478j),(0.05474746397136178+0.16789553082300052j),0j
18.0,(-7.496123580416978e-19+2.570162774053511e-17j),0j,0j,(0.4841231504895023+0.4570884272110378j),0j,(0.6517876352634282-0.3045017012108552j),(-0.1690659112090526+0.10277769706660389j),0j
20.0,(-1.9010925342122355e-17-1.9521958446051394e-17j),0j,0j,(0.5783748282372426+0.12302821607800138j),(-0+0j),(0.40918842341787376+0.1823933485413896j),(-0.05570242670236042-0.6682374999342127j),0j
