,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(4.336833479462362e-18+1.526896092949288e-17j),0j,0j,(-0.23940060226676452-0.45665322407458436j),(-0+0j),(0.4432107240728769-0.22946745393182355j),(0.6681550328335413+0.19655273676204404j),0j
4.0,(5.57648446797142e-18-1.1586362870106001e-18j),0j,0j,(0.3520393545692546+0.7731041587831625j),0j,(-0.05390892656157036+0.008088301102463096j),(-0.484667850168556+0.2012553963050107j),0j
6.0,(1.2111066438052576e-17-1.2028707258553532e-17j),0j,0j,(0.7041380006389835+0.40844590425153904j),0j,(0.48045590160246465+0.04463071299533983j),(-0.31961912170246976+0.04873871634860458j),0j
8.0,(-5.795740250744689e-18+1.0215777105659271e-17j),0j,0j,(0.7863219995467968+0.3044631828858899j),(-0+0j),(0.2608859542296543-0.2013619287845481j),(-0.09663000196713656-0.4135872562560423j),0j
10.0,(2.973575558057179e-17-3.6391024944657776e-18j),0j,0j,(0.3606232310722933-0.2449126859274234j),(-0+0j),(-0.33908567905968673-0.4703073517182431j),(-0.68764981832376-0.03063145472383949j),0j
12.0,(1.0941526595526024e-17-1.3338638699304532e-19j),0j,0j,(-0.07045099735359714+0.00902721017403578j),(-0+0j),(0.25632513408831026+0.10147935325257666j),(0.5563469970051418-0.7806616116280898j),0j
14.0,(-7.694152331733925e-18-1.576913056968497e-17j),0j,0j,(0.32204792847031594+0.24157037465267575j),0j,(-0.27822076045864275+0.3743725496928824j),(-0.7857426640927332+0.05455047358971937j),0j
16.0,(7.563260144169087e-18+3.2016869931503155e-17j),0j,0j,(0.12098488603742019-0.911808454557699j),0j,(0.14608414834271105+0.14601972465466787j),(0.3317760125484338-0.035076183655507354j),0j
18.0,(-3.1361953803071874e-18-1.719878140456393e-17j),0j,0j,(0.6119749582016003+0.11340773555064701j),0j,(0.5339032941640198-0.32304861939432006j),(-0.17271396195108138+0.4397523000358451j),0j
20.0,(-1.411080935327176e-17-2.434227038631567e-17j),0j,0j,(0.7891689219737836-0.09081081433950283j),0j,(0.43986444776982225+0.1851682577603207j),(-0.2470183494885216-0.2831602505858746j),0j
