,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(2.407926647679431e-17-8.977693984767604e-18j),0j,0j,(0.569245201139794+0.1755882857576687j),0j,(-0.2274187581892759+0.6867782813225379j),(-0.32072300623281036+0.13741073060098274j),0j
4.0,(1.7375679699931924e-17+1.5608359967686987e-17j),0j,0j,(0.9119995645183367-0.06494711182513158j),0j,(0.30822861190363116-0.005535592134151002j),(-0.22260969360543498+0.1394563419874389j),0j
6.0,(-1.26368817854063e-18+3.7713129266299766e-17j),0j,0j,(0.4323244631676325+0.5679162279245507j),(-0+0j),(0.36831607485322837-0.39233210937833346j),(0.17035376363637209-0.414686745359856j),0j
8.0,(-2.9028664125082154e-18-3.748399008745498e-17j),0j,0j,(-0.19989396290412986-0.1023169333082383j),(-0+0j),(0.3394744951658698+0.5198180720022156j),(0.7500572917809137+0.039165634821079154j),0j
10.0,(3.4381739788917325e-17-3.7309282624421665e-17j),0j,0j,(0.08687281312511831-0.08928222512008299j),0j,(-0.05374342365231754+0.06751476343958226j),(0.7476798890236199+0.6465369156504415j),0j
12.0,(4.150620130668217e-19+8.517935377836779e-18j),0j,0j,(0.3113392664685307-0.07065841581927172j),0j,(-0.05518298673230264+0.27991044683264643j),(-0.4807958619529866+0.7651898903454516j),0j
14.0,(8.30600701955516e-18+6.982075361403563e-18j),0j,0j,(0.6467913022755003+0.20143045925401737j),0j,(-0.2327110713044923+0.5069761816900877j),(-0.3810495093682798+0.2910476958969552j),0j
16.0,(9.452214374381626e-18-1.100869366552101e-18j),0j,0j,(0.4876658832505396+0.722283935330467j),0j,(0.36922176035946186-0.19676596212995645j),(-0.16445329554607252+0.19596291609683028j),0j
18.0,(-1.9144372590833287e-17+3.685127854409792e-18j),0j,0j,(0.12169468617417675+0.6082395192901586j),(-0+0j),(0.3640121952131167+0.4576810838814182j),(0.2900506381673718-0.4348894859876514j),0j
20.0,(-3.752526952071332e-17-5.612065149876164e-17j),0j,0j,(0.25579166291808747-0.08287413162211445j),(-0+0j),(-0.29584496814996963-0.6432501650844829j),(-0.6529779999076016+0.005216806041766109j),0j
