,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.675119162326895e-17+2.164163508774784e-17j),0j,0j,(-0.4867819360609499-0.2002263191380925j),0j,(0.08890007614390813-0.4771652988987866j),(0.6329103486930872-0.2945968641292669j),0j
4.0,(-3.0680501581777534e-18+5.6120105844192034e-18j),0j,0j,(0.5012529297249209-0.7435049365768661j),(-0+0j),(0.12343593415109429+0.12777670292639773j),(0.3102743535347191+0.26098356196536976j),0j
6.0,(-2.247111891463438e-18-9.19964588190242e-18j),0j,0j,(0.47322982621891846+0.4921295530419285j),0j,(0.5813105693008817-0.17902283289910723j),(-0.2675331137296005+0.30383698750739974j),0j
8.0,(-7.713261232041834e-18-1.1988903917511284e-17j),0j,0j,(-0.16553272647492728-0.7168508316259373j),0j,(0.11740824530123553-0.5872130981427929j),(-0.06244106077645553+0.3101950948949981j),0j
10.0,(9.480907084787816e-18+6.8591745990708916e-18j),0j,0j,(0.16531235012274148+0.8627874875685417j),0j,(0.16104189852659617-0.14392308216828j),(0.4224634068726746-0.05608833554067824j),0j
12.0,(6.983291511896253e-19+1.587055488037884e-17j),0j,0j,(0.2835459721631848-0.0518154322037707j),(-0+0j),(-0.10203104126365325-0.8291524372922746j),(-0.4612532990448791-0.07910840111341955j),0j
14.0,(-3.1759348936759826e-18+4.7451211121794574e-18j),0j,0j,(-0.1381148830642123+0.15872544384745985j),(-0+0j),(-0.001289862658195983+0.06251410255664691j),(0.845362577691654+0.48701432014466245j),0j
16.0,(6.938480879251159e-18-1.145872790581188e-17j),0j,0j,(0.2110442397130709-0.4089054921801599j),(-0+0j),(0.3000311026752962+0.5855199642009092j),(0.14471786991811664+0.5783260969598447j),0j
18.0,(3.814026821403967e-18-4.973650182286029e-17j),0j,0j,(0.6945153837458042-0.06096529012405599j),(-0+0j),(-0.13128055391275395-0.06021397490859275j),(0.29268796286843823+0.6382829035173198j),0j
20.0,(6.666078391062283e-18-1.746984561574498e-17j),0j,0j,(-0.6258805388516325-0.22154032658333767j),(-0+0j),(-0.6364776132272673-0.16113367885867147j),(0.3557762408842776-0.03935589669136466j),0j
