,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.7694945013045042e-17-1.6932844224442776e-17j),0j,0j,(-0.45257990823247973-0.415859046491216j),0j,(0.42692680546808964-0.35838903267781985j),(0.5530286666219959-0.07538420284823394j),0j
4.0,(-1.8654699366646943e-17-1.2454497420589503e-17j),0j,0j,(0.7026479390671467-0.5446102614477958j),(-0+0j),(-0.11870032996398246-0.22140515708083772j),(0.2795225517331593+0.2616154964972233j),0j
6.0,(-1.0137500646987446e-17+4.233857241152488e-18j),0j,-0j,(-0.3765046996895005-0.5543125301610577j),(-0+0j),(-0.5980799298609626-0.3095179265303394j),(0.18265969883961772+0.2532119963426921j),(-0+0j)
8.0,(-4.543140544948829e-18-2.24542223107569e-17j),0j,-0j,(0.7276733542654654+0.14180984838068317j),(-0+0j),(0.11914184916488639-0.10447783410501618j),(-0.05624109421607992-0.6496983897732616j),(-0+0j)
10.0,(1.7718145792438792e-17-7.309013705739089e-18j),0j,0j,(-0.16529464292646234-0.2819476050744538j),0j,(-0.13708134475115163+0.731943120550516j),(0.20369462202623892+0.5451235668820136j),0j
12.0,(9.024184373253889e-17-4.5845006394515695e-17j),0j,0j,(-0.04922071167368239-0.13540089806066805j),(-0+0j),(0.13632464853593032+0.27986931051520764j),(0.9084214843479268-0.23896251663201745j),0j
14.0,(-8.630204300219593e-18-2.940846781842539e-17j),0j,0j,(0.27308083725615034+0.22735333159135718j),0j,(-0.15681297130157662+0.41484198087838464j),(-0.8199949075237345+0.06827513094385756j),0j
16.0,(4.267649121153677e-18-9.282132699503312e-18j),0j,0j,(0.844559213555014-0.06105386130281065j),0j,(-0.08593722812923951+0.1577813983929356j),(0.04478351609741382+0.49870474295713185j),0j
18.0,(3.7474700348309613e-17-1.3173655292099305e-17j),0j,0j,(-0.3305675511602626-0.5291270929124086j),(-0+0j),(-0.5886665679910882-0.2563835452286779j),(0.4363048996918407-0.09014875282792967j),0j
20.0,(2.5352323852181328e-17+1.02501047750517e-17j),0j,0j,(-0.31981759320358777+0.8082688940620448j),0j,(-0.26510408527857987+0.23743030241767862j),(0.3342750798334042-0.07762054131486243j),0j
