,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(7.495261674597145e-18-1.7506356314845528e-17j),0j,0j,(0.07565588637399609-0.565556402468335j),(-0+0j),(0.5790670925002341+0.25701726151010196j),(0.3414874663239945+0.39551470579086107j),0j
4.0,(2.4330512220648973e-17+7.698064300441685e-18j),0j,0j,(0.6061443746962804+0.6103516493177601j),0j,(0.13647214977058786-0.14263616331963527j),(-0.24638978686475949+0.40047747923988486j),0j
6.0,(-9.853853987471062e-18-8.82018131017803e-18j),0j,0j,(-0.3382589863796315+0.5592361244578345j),0j,(-0.014310397057885893+0.6921690761910293j),(0.13138024997303677-0.2761742704393919j),0j
8.0,(-1.432199517996189e-17+1.581577048480097e-17j),0j,0j,(-0.6642623225961347+0.23705514406502987j),(-0+0j),(-0.17797089601379826+0.2253689169254411j),(0.4564475662945568+0.4601643794680034j),0j
10.0,(5.100038279026537e-18+2.520170946892599e-18j),0j,0j,(-0.2959587301282398+0.16092668629187892j),(-0+0j),(0.3307381615305901+0.39894389473111913j),(0.7860270795957647+0.011335749039179555j),0j
12.0,(6.532168945419863e-17+4.0228947555421646e-17j),0j,0j,(-0.15890679422522658-0.14239277752926158j),0j,(0.21254259036409073+0.12672869719072238j),(0.8391597635372566-0.43479800310756206j),0j
14.0,(-3.195977855131813e-17-4.7245484324546493e-17j),0j,0j,(-0.3499276251907474-0.42105281600053723j),0j,(0.12948426888209663-0.36527034279955983j),(0.7384498598073789-0.06905351982343366j),0j
16.0,(-9.360855899632517e-18-4.6808058122236646e-18j),0j,0j,(0.5567015796574575-0.6885194608834029j),0j,(0.13761802895161307+0.010033578590152067j),(0.25475506621085126+0.3634346775416092j),0j
18.0,(1.2195301174718813e-17+1.1962898996680814e-17j),0j,0j,(0.8588667604687643+0.19087521053936984j),0j,(0.32586192511503614-0.28757635205661236j),(-0.19146762321823643-0.019197357128904302j),0j
20.0,(-1.9958598325394725e-17-5.900990791350803e-18j),0j,0j,(-0.10456570636976559+0.6794483497052789j),(-0+0j),(0.12257146156073954+0.31246847862579824j),(0.6080680376429242-0.21215301413694748j),0j
