,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.5187044486679426e-17+5.859244146493409e-17j),0j,0j,(0.4217228462174814-0.37340031761311276j),(-0+0j),(0.35538103986543323+0.4459042268716322j),(-0.03430296838061686+0.5970084481036312j),0j
4.0,(-5.1719626889202265e-18-3.006341885923769e-17j),0j,0j,(-0.8710396501117568+0.0600035732223026j),(-0+0j),(0.017051252712493525+0.22622104904352125j),(-0.13848165524911155-0.4087121505947592j),0j
6.0,(-1.964525228412362e-17-1.2449704713673135e-17j),0j,0j,(-0.16900560111008783+0.60024463202282j),(-0+0j),(-0.11175005065963484+0.6997815772708106j),(0.06292911054361808-0.3240387104303145j),0j
8.0,(1.593176804289179e-17+4.4465068708250916e-17j),0j,0j,(0.6233198951108477+0.2914151056394176j),0j,(0.06137949646781854-0.028831840888691958j),(0.22026779825479348-0.6880646219509335j),0j
10.0,(-3.874234825775723e-18+7.143042966556687e-18j),0j,0j,(-0.09291172922999384-0.24894756629566958j),0j,(0.15843494420605075+0.8193524628349341j),(0.33795626426089204+0.3445837972896153j),0j
12.0,(-5.0175250190160414e-17-3.183288298521877e-17j),0j,0j,(0.14073326951703793+0.07976673762771201j),0j,(-0.06782982174672683-0.10841587496774152j),(0.5638342089888576+0.7997296496504132j),0j
14.0,(5.09683444001018e-18+2.141716451199891e-17j),0j,0j,(0.496070360167961-0.29947713915873553j),0j,(0.4436579790507312+0.4033823114446161j),(-0.16392756623027951+0.5270727676063004j),0j
16.0,(-1.453591455144532e-17+9.243985818621711e-18j),0j,0j,(0.8597281931120602-0.2909229793289117j),(-0+0j),(-0.2315708859053786-0.18822833684435064j),(0.28592818498407113+0.07362978411067292j),0j
18.0,(1.8650191691479486e-17-1.3589344426448532e-18j),0j,0j,(0.0903385637441881+0.25962351617988944j),0j,(0.5223828376205366+0.7486153896416049j),(0.08324574355773745-0.290165279242384j),0j
20.0,(-2.8764569810156896e-17+2.5109869178435197e-17j),0j,0j,(-0.14705301716476973+0.4203242559283212j),(-0+0j),(-0.029394235405984574-0.02945206147029287j),(0.8072896797119327+0.38503877473794j),0j
