,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.5089950223756678e-18+4.3189287061031297e-17j),0j,0j,(0.461438742444243-0.37320923597426414j),(-0+0j),(0.28448885569142335+0.35205290572068143j),(0.019022461022783543+0.6652459257241847j),0j
4.0,(8.715711829922828e-18-9.068461560971129e-18j),0j,0j,(0.8831155881989136-0.18736637811073026j),(-0+0j),(-0.020396484554092903-0.06418623907930968j),(0.12529541052840315+0.4059136219258487j),0j
6.0,(1.2462700879369685e-17+1.364339523552442e-17j),0j,0j,(0.42156938295693386-0.39392556335411816j),(-0+0j),(0.3459642700701059-0.6703361781374475j),(-0.20031638935122656+0.24069354407976493j),0j
8.0,(-1.366581176561649e-17+1.074132376543296e-18j),0j,0j,(-0.761422865737889-0.2784316215410768j),(-0+0j),(-0.03412106776811584+0.0708508342067715j),(-0.13909164536677113+0.5631877820702786j),0j
10.0,(1.7033219819426888e-17-2.778119976115469e-19j),0j,0j,(-0.04363545910751332+0.47213937130588296j),0j,(0.6118513683656812-0.401815243143487j),(0.4132695611547056-0.2618607339807611j),0j
12.0,(-4.124924736327319e-17-9.644382460496481e-18j),0j,0j,(0.12110409042846951-0.1489056886298232j),(-0+0j),(0.09473235363680516+0.5779296244312184j),(0.7594865044621043-0.20824090639047999j),0j
14.0,(-2.1238449635708422e-17-2.1277268542070766e-17j),0j,0j,(-0.10094748745012017+0.015924684336624965j),(-0+0j),(-0.3307368201099418+0.14419583467782005j),(-0.2485975966132879-0.8930710840966217j),0j
16.0,(-2.5214051605861772e-17-1.062510148847443e-17j),0j,0j,(0.30710743512433225+0.7341161874378606j),0j,(-0.48378592675700405+0.10505065739619943j),(-0.3486199828925137+0.011751196261269775j),0j
18.0,(-6.2065564821738245e-18+2.6773564675402902e-18j),0j,0j,(0.5383416398163429+0.646677115466318j),0j,(0.40457059479849866-0.20850955143130623j),(-0.19041170017879003+0.22042407398771452j),0j
20.0,(1.5742119539523738e-17+5.627956402819417e-18j),0j,0j,(0.4539370581698974-0.4629444121740596j),(-0+0j),(0.4522209721566342-0.45421238790692886j),(-0.4077887784069954+0.05019192839289055j),0j
