,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.523213091471005e-17+7.239125523103541e-18j),0j,0j,(0.3300702507379158+0.5126894072438216j),0j,(-0.5271869168502987+0.13573110615269451j),(-0.5758969959453957-0.014031139059253295j),0j
4.0,(2.2399977973114477e-17-1.5675811302327127e-17j),0j,0j,(0.8004690110985134-0.19578400234721627j),(-0+0j),(0.05074199312357737-0.22773626223939059j),(0.14622580143976097+0.49507317306056015j),0j
6.0,(-2.7150839734912002e-18+2.1221363536304247e-17j),0j,0j,(0.081038910630096-0.725346065842891j),(-0+0j),(0.2592418107244281-0.5409996072051232j),(-0.16827922208114335+0.2812489852819304j),0j
8.0,(-2.0879862814646786e-17+1.2104987703777711e-17j),0j,0j,(0.47888510732428635-0.6888108093827706j),0j,(-0.2773324755888358-0.09038121079249445j),(-0.4147196930234095-0.19782374427373034j),0j
10.0,(-6.067596827459435e-17-2.5204747019910587e-17j),0j,0j,(-0.20437198171965876+0.06173946781070891j),0j,(0.3237355630599792+0.6414981731234197j),(0.6577518674744036-0.07387957177676124j),0j
12.0,(5.216249076824732e-18-1.137387542918172e-17j),0j,0j,(0.009639569790119018-0.00921495518134386j),0j,(0.10631728123460203+0.014037567683645023j),(-0.049018540913005504+0.9929345035531985j),0j
14.0,(6.102866361820566e-19+1.6927903805939526e-17j),0j,0j,(0.18159572231217372-0.6210182935024204j),(-0+0j),(0.578020683591675+0.1857130453262289j),(0.23953789350401206+0.39418729619914505j),0j
16.0,(-1.8479243114722407e-17-4.821410398317954e-17j),0j,0j,(0.9037916232082358+0.046287725659015455j),(-0+0j),(0.02301371124949167-0.299573254951787j),(0.07242936099024594+0.29240104300532177j),0j
18.0,(4.721348491852113e-18-8.24354164150608e-18j),0j,-0j,(0.543330428190353+0.3784846988965784j),(-0+0j),(0.4645733478386608+0.33955608720378117j),(-0.0369959013380812-0.47858745272799785j),(-0+0j)
20.0,(-2.635035842277881e-17+3.517278651062466e-17j),0j,0j,(0.40422450068872035-0.46981898364223973j),0j,(-0.34520729320247456-0.1108012653856878j),(-0.6610313498463132-0.2178651750083993j),0j
