,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-4.583004713348357e-18-1.403003390165573e-17j),0j,0j,(-0.2319821482883346-0.5129762081914702j),(-0+0j),(0.5431478159622463-0.1686172298007868j),(0.5652906604532332+0.20011207294695846j),0j
4.0,(-2.3008848060683574e-17+3.065571005359007e-17j),0j,0j,(-0.22830008190991535-0.8725941332091427j),0j,(-0.08999950187375161+0.05464113203117156j),(0.37799198907333564-0.18026381732927826j),0j
6.0,(2.100386056005628e-17+3.353707393805891e-17j),0j,0j,(0.08683795164340996-0.7011571232161552j),(-0+0j),(-0.2999803871192089-0.5625252882790747j),(0.15487992171424625+0.2653811145461649j),0j
8.0,(-2.5738038835312344e-18+4.82796870431353e-18j),0j,0j,(0.712474763204056-0.2671952610603591j),(-0+0j),(0.2087840933832026-0.07636462810765436j),(-0.36552957164098665-0.48780342602763865j),0j
10.0,(1.5434485974375582e-17+8.828929469293006e-18j),0j,0j,(0.4340110625795987-0.37789695382578525j),(-0+0j),(-0.5244289585450946-0.43276672744582934j),(-0.4535487902506501-0.028443132124048476j),0j
12.0,(-3.3972122202992686e-17+2.6501204040678968e-17j),0j,-0j,(-0.05124436594853021+0.007482695527922016j),(-0+0j),(-0.427251088282993+0.25907977390766157j),(0.45828079444659564+0.7332331934524784j),(-0+0j)
14.0,(4.9955853694518177e-17+1.0011118080397155e-18j),0j,0j,(0.10397474147891124-0.21104979306212443j),0j,(0.09195806281961834+0.28665775167474417j),(-0.09475524478999692+0.9192604253718637j),0j
16.0,(1.8849698716635818e-17-1.4372543152011662e-18j),0j,0j,(-0.7213487273926797+0.014230289955190711j),(-0+0j),(0.05910691976542089-0.21728526173700025j),(0.12785352531087713-0.6421841445178019j),0j
18.0,(-1.1645217782211903e-17-9.892031133534725e-18j),0j,0j,(0.5424300772961684+0.5485004228769403j),0j,(0.32531564257714474+0.20499041498168252j),(-0.4784991752840635+0.16764277217052448j),0j
20.0,(2.809924673430861e-17+1.879457932501525e-17j),0j,0j,(0.9042902186193519-0.339644711941728j),(-0+0j),(0.17159487073439067-0.09232037922827262j),(-0.16987320057784927+0.0087128526682555j),0j
