,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-5.4201266642780604e-17-1.6891642229159657e-17j),0j,0j,(0.15351414290690119-0.4870166212528474j),0j,(0.5657518177243038+0.1810930979406405j),(0.24487098077492825+0.571328794955455j),0j
4.0,(-3.376547290633111e-18+7.879353372129914e-18j),0j,0j,(0.7586308577343961-0.5121629926823762j),(-0+0j),(-0.030460159133054693-0.046394440188013336j),(0.24219289799972984+0.3169079131286078j),0j
6.0,(2.7992161790280786e-18-9.917975074233987e-18j),0j,0j,(0.6860304466195238+0.4489808498313969j),(-0+0j),(0.4987443076883903-0.038909011527085535j),(-0.2781671262743718+0.011902815900646763j),0j
8.0,(-1.6517090196508436e-17-1.7032523940150223e-17j),0j,0j,(0.33944872269889226+0.7215086276692605j),(-0+0j),(0.2606206566329101+0.024520261758528936j),(0.34530642382301113-0.42004638865605987j),0j
10.0,(-4.5301017470973825e-17-2.1782834508809718e-17j),0j,0j,(0.29860112310331355+0.2819407684049728j),(-0+0j),(0.40256328919536033-0.5028344333137856j),(-0.1657300029496557-0.6236831482260656j),0j
12.0,(3.16837526650111e-17-1.3078046738513164e-17j),0j,0j,(0.13319572868843366+0.1602742429805176j),(-0+0j),(0.23867902880129813-0.13665986470466046j),(0.032974187057940085-0.9379979586723095j),0j
14.0,(1.0843648515505206e-17+4.32711696601474e-18j),0j,0j,(0.3094179894204655-0.3328180094703925j),0j,(0.1392170939355175+0.3540941530279549j),(0.12896257765473634+0.7950454487055272j),0j
16.0,(-4.328914898801588e-17+4.610568361181761e-18j),0j,0j,(0.79719521873578-0.27515324745159303j),0j,(0.03723711784327001+0.06859712897807735j),(0.11551203425192719+0.5189752157235719j),0j
18.0,(3.018935541580471e-17-1.5903160393007503e-17j),0j,0j,(0.7645173829731938+0.1391405807321654j),(-0+0j),(0.5152111600803457-0.132212219626275j),(-0.2942984953523424+0.16315285798550955j),0j
20.0,(-3.663641089590611e-17-1.0383020603753539e-17j),0j,0j,(0.8777958515829571+0.07305380424962143j),(-0+0j),(0.22458328698285376-0.18048452047328306j),(-0.1979824658633286-0.3192619816335644j),0j
