,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-6.847313866520862e-17-1.4080696894211509e-18j),0j,0j,(-0.4081211532116423-0.38356442103099975j),0j,(0.31190954585755787-0.37919624283459463j),(0.6645558499846727-0.060030209849387395j),0j
4.0,(-4.2214820103106574e-17+2.2339481683562934e-17j),0j,0j,(-0.019111429810788505+0.8802103538006483j),0j,(0.28793305569059036-0.0033139368930305835j),(-0.35741606776086465+0.1191713643541716j),0j
6.0,(-4.188482485113987e-18+1.0016112762375633e-17j),0j,0j,(0.4418830206397049+0.3951375570838775j),0j,(0.6435146309466766+0.36069220979997274j),(-0.2734882595987957-0.17204629743447594j),0j
8.0,(-5.1384534870103456e-18-1.036525521194389e-17j),0j,0j,(0.6232358539515429+0.3435502151458288j),(-0+0j),(0.0889725517354027-0.14402401153889688j),(0.1761467059935946-0.6586832525031181j),0j
10.0,(1.6255490299984922e-17+1.8063562252628394e-17j),0j,0j,(-0.24278817929898464+0.1938815594499626j),(-0+0j),(0.7821067277294351-0.07492040272055772j),(0.4446261561646602-0.2974347354441288j),0j
12.0,(9.824527809062173e-18+3.285320974840147e-17j),0j,0j,(-0.03271861042133258-0.05670640640376993j),(-0+0j),(-0.021790979408505544+0.03025536074980566j),(0.42037972768927756-0.9042148676697777j),0j
14.0,(1.6648561882476593e-17-7.23473439467196e-18j),0j,0j,(-0.050606640771225786-0.5144179615859558j),(-0+0j),(0.4871943105849549-0.1232703539802642j),(0.541998850308163+0.43185240364673494j),0j
16.0,(-5.5492065753443615e-17-2.6690515033982598e-17j),0j,0j,(0.2710692830154685+0.8481263026013244j),(-0+0j),(0.019567136417211608-0.06040030425821719j),(-0.4008241240363447+0.20618479732930922j),0j
18.0,(2.3925875175766174e-17+3.68853176796382e-18j),0j,0j,(0.10547760441794526-0.5112800143858328j),(-0+0j),(-0.25695561453391325-0.7619100790050184j),(0.06518661368818653+0.27692015261047065j),0j
20.0,(-3.7167123217652036e-18-2.2492327983629762e-17j),0j,0j,(-0.16359345711163809+0.6943943898250786j),0j,(-0.13947264169562654-0.036875208505186975j),(0.6211485025487631+0.2905438885388757j),0j
