,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-1.3251686700730628e-17-2.6701243113249895e-17j),0j,0j,(-0.3823172901815737-0.5869435088069146j),0j,(0.5346168723420495-0.3249581890777088j),(0.34082073074469627+0.04194057404039914j),0j
4.0,(-8.917962529439801e-18-1.0798535857306802e-17j),0j,0j,(-0.10757985654232555+0.8918392120297511j),(-0+0j),(0.3641855273718562+0.07657636125360032j),(-0.23146629376630234+0.03126838263515436j),0j
6.0,(-3.212438206951354e-17-5.807507660439204e-18j),0j,0j,(0.6529726436481558+0.20858467424071975j),(-0+0j),(0.6153541826267951-0.198324636858733j),(-0.28273569181871006-0.1794052876293985j),0j
8.0,(2.474646520340002e-17-2.420604486061513e-17j),0j,0j,(-0.3491627669100953+0.2798133122258893j),0j,(0.281642290420164+0.36328478256240304j),(0.7634564840872855+0.07500570921879884j),0j
10.0,(-3.500415314753016e-17+3.1857815522594737e-17j),0j,0j,(0.1400819272093745-0.0016278318644494943j),0j,(0.11951018498721633-0.21506795456171354j),(-0.6525540514548522-0.7028589505495032j),0j
12.0,(9.887397855563403e-18-4.137391111931727e-18j),0j,0j,(-0.15710999266082096-0.12421586974469885j),(-0+0j),(0.22192329246327674+0.09370601428982317j),(0.8825762182315864+0.35059281520004154j),0j
14.0,(-1.902386150247993e-17+3.857896199057453e-17j),0j,0j,(0.5492051599787967-0.3456068823391935j),0j,(0.2647688665073293+0.40020654146216883j),(-0.04819625406406397+0.5885056225100586j),0j
16.0,(5.151188334349475e-18+1.6473602024293558e-17j),0j,0j,(0.11794328138210952-0.8319415297618888j),(-0+0j),(-0.09201520721506537-0.17935801414895525j),(0.48071134032503354+0.1491414936189472j),0j
18.0,(4.076068707295231e-18-5.9790133057421784e-18j),0j,0j,(-0.740214035359186+0.2653573998744675j),0j,(-0.3114587252840849+0.4178452935813602j),(0.33159189296558733+0.010687459237344793j),0j
20.0,(3.8279932177675114e-18-4.486795575601907e-18j),0j,0j,(0.2637481181335184+0.2795164187935594j),0j,(0.2963461637879484-0.17729173802657006j),(0.10403603091679081-0.849841512820253j),0j
