,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.2739022783765543e-17+1.6212811383488258e-17j),0j,0j,(0.36314484133770686-0.5947002853817324j),0j,(0.5213180673932009+0.146906129082033j),(0.11550497001153998+0.4558092347977192j),0j
4.0,(-5.002865360994152e-18+2.957294870105519e-17j),0j,0j,(0.060015793377723614+0.8998964370714633j),0j,(0.3209660012174704-0.15839644210642254j),(-0.10260318945876563+0.218971426891069j),0j
6.0,(-1.0449578690161239e-18+4.5752211949900075e-18j),0j,0j,(0.0924857859451978+0.44491909909620564j),(-0+0j),(0.36085644569556435+0.6798028631739775j),(0.2236606086926128-0.38874155887581135j),0j
8.0,(-3.374417457278484e-17+4.1750015188151305e-18j),0j,0j,(0.5517352048351436+0.205481040938863j),0j,(-0.04399323613888998-0.04506764379146712j),(0.30207666734411964-0.7470936991191846j),0j
10.0,(6.594088839574351e-18+1.3610168977543386e-17j),0j,0j,(0.08293634995480256-0.30737108695723825j),(-0+0j),(0.03344571472234348+0.8146980942265578j),(0.19042695570058216+0.4444440917953969j),0j
12.0,(-2.060844839777498e-17+1.6999327339957286e-17j),0j,0j,(-0.35673491349397324-0.025551227373736163j),0j,(0.2742092571332842-0.04889595428194966j),(-0.7783654197755424-0.43434212152294993j),0j
14.0,(-5.118813149573002e-18+5.144169220876025e-18j),0j,0j,(0.37526469438535165+0.09704411616456066j),0j,(-0.010553729962367031+0.7500345572685799j),(-0.5168515637644585+0.14128018752375743j),0j
16.0,(-2.879349900428042e-18+8.382712114798395e-19j),0j,0j,(-0.15815561410179524+0.8787274901166062j),(-0+0j),(-0.10741744591116173-0.2747218056521143j),(-0.14737185689830343+0.30675031776505796j),0j
18.0,(-3.9693962061185865e-18+4.828304546443719e-17j),0j,0j,(-0.08646017645413845-0.44366161036965734j),(-0+0j),(-0.804551369568683-0.28437459727566705j),(0.25600671915118595-0.044471960499015736j),0j
20.0,(-1.6366843425102656e-17-9.677140101611264e-18j),0j,0j,(0.7722810951138602-0.21417729642699423j),0j,(0.2951721689469136+0.011459996028939656j),(-0.29286399377173306-0.4297472933564821j),0j
