,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(1.3137353636470345e-17+4.969751050113107e-18j),0j,0j,(-0.1628618962739435-0.18628626139541538j),(-0+0j),(0.4451875961466826-0.6697220248777429j),(0.49210597830739455+0.22335073606838768j),0j
4.0,(4.763179185765038e-17-4.289822024932057e-17j),0j,0j,(0.693096076459133+0.1528893961518396j),(-0+0j),(-0.2268005131437081-0.14121588958808556j),(0.3699811213479708+0.536634168640961j),0j
6.0,(4.942732734261757e-19-2.4792146942732824e-19j),0j,0j,(-0.0036315015189653677+0.018430167731713194j),(-0+0j),(0.11838391440972473-0.9727355879530946j),(-0.19392497202938108-0.04255550582569852j),0j
8.0,(2.8119677072645135e-17+1.6835445955495594e-17j),0j,0j,(0.04246202311669284+0.3713637959116811j),0j,(0.01798653724710425-0.24286888229540482j),(0.8434913441656074+0.2991645876219992j),0j
10.0,(9.447882713605116e-18+7.56050267679282e-18j),0j,0j,(-0.21975566477565636+0.033207468930771436j),0j,(0.7823923209087195-0.08365890656725217j),(0.3514188796680339+0.4560404876259603j),0j
12.0,(-1.8002726938257732e-17-2.631034520277303e-18j),0j,0j,(0.7492630352242725-0.3825688779905254j),0j,(-0.14590173229464054+0.33776618443855555j),(0.39037986686417364-0.06690445687645591j),0j
14.0,(-3.803090191222255e-18+4.035662732543684e-18j),0j,0j,(0.06805540737149733-0.30041758496032034j),(-0+0j),(0.933881833958103+0.15348960974385606j),(-0.030905617280148494-0.09202303460748329j),0j
16.0,(1.4081641087296865e-17-5.0296342414880765e-18j),0j,0j,(-0.03866306104278522+0.7696310273271012j),0j,(-0.1286343301772482-0.21640402265029568j),(0.41148951003888984+0.416499868781261j),0j
18.0,(-1.3144338238423522e-17-1.2867858600150765e-17j),0j,0j,(0.12398414024043346+0.06584930616755469j),(-0+0j),(0.6086349253428374-0.7719370669131772j),(0.06284909914693654+0.10009238213225786j),0j
20.0,(3.0604785116282395e-17-1.7497333788474857e-17j),0j,0j,(-0.19670384044912884+0.6577301447338674j),0j,(-0.44626875393404575-0.16657108796652703j),(0.3116957083234908+0.4523745275647697j),0j
