,0,1,2,3,4,5,6,7
0.0,0j,0j,0j,0j,0j,0j,(1+0j),0j
2.0,(-2.794415251185993e-17+1.0710574043245568e-17j),0j,0j,(0.5483880349451792-0.47696796551824283j),(-0+0j),(0.3725520159468361+0.39648380444541975j),(0.02010106025677061+0.41877638257349403j),0j
4.0,(6.639416682880804e-18-6.401151352231223e-18j),0j,0j,(0.5273359788226651+0.66467140313118j),0j,(0.15156926114532743-0.32811103878112724j),(0.011914279998247373+0.3864668763771655j),0j
6.0,(-1.6994317103656244e-17-1.6135605060948088e-17j),0j,0j,(0.5351434660162856-0.35422399926679016j),(-0+0j),(0.5645950524083828-0.36506732946478865j),(-0.36686485582296935+0.03892657753941811j),0j
8.0,(1.5218223712886031e-18+5.186499916471059e-18j),0j,0j,(0.8503945585734379-0.21296896389095837j),(-0+0j),(0.010121944742419849-0.10446558269805495j),(-0.19364453469113066-0.42773776735091035j),0j
10.0,(5.861692346708904e-18+1.7827477987615673e-17j),0j,0j,(0.09194649697412621+0.37791016645451797j),0j,(0.7383974235816421-0.38403462183966025j),(0.09018231072217828-0.38455630627227566j),0j
12.0,(-3.845912232615618e-17-1.9991373338850015e-18j),0j,0j,(0.044424233902430214-0.03653699638213001j),0j,(0.1702748454461282+0.10320221129192517j),(0.2739416750852029-0.9391502939262821j),0j
14.0,(4.3430208081547714e-17+4.117447969107131e-17j),0j,0j,(-0.11881729012115413+0.2276621343621783j),(-0+0j),(-0.012147620557999561-0.6211940125943154j),(0.5185933068831009-0.5282838443807695j),0j
16.0,(2.3862462147435827e-17-1.2864619318717873e-17j),0j,0j,(0.40736891272880615-0.6406502109127163j),(-0+0j),(0.15837041377571417+0.4485163875530296j),(0.43077046874691755+0.10865791085831064j),0j
18.0,(-2.5134417171216842e-18-1.7199614956535714e-17j),0j,0j,(0.48966113515196846-0.2791966407160753j),(-0+0j),(-0.14174823494480387-0.5310354647512971j),(0.5252954194843956+0.3228849700275069j),0j
20.0,(-1.3548911217470914e-17+3.4441343881973903e-19j),0j,0j,(0.6447583868413816+0.2670960675958629j),0j,(0.274163675462048+0.6034453992706388j),(-0.16044531164097187-0.2188413681212887j),0j
