,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.9354431077349582,2.739965425615927,-0.3665708030119085,4.789480606794418,0.5767523492000112,-0.8511299723390159,-0.5989681029171163,0.7443835748494556,-2.648828609756296,-9.636191337577706,9.34654734539084,11.146357338494337,11.443723956082303,-0.7374145393393793,7.45888886185399,8.032478959240429,6.913554563913406,-0.6553147849962263,0.6064257425035642,3.4871536978462423,9.550505837788103,6.369749346226732,9.023309060916814,5.41859167956611,1.189740214904744,4.604731797412353,8.14561342654844,-2.580593980743997,14.223531414152324,1.1960729575675118,3.2656269905353628,6.305465488318715,-2.7768148038942875,6.249952068047856,5.890464542174423
5.6000000000000005,-0.2708241320247033,-2.383124515442866,-3.5998405878065127,2.6244584444636203,3.760978455263995,1.1743042364615208,1.1831650008591164,8.02307488187457,3.7864065979876194,8.455180523151116,-1.7600077534794547,2.689532496052305,11.679676769606584,-0.4136499871508187,8.8830295586194,6.644980195714947,1.7425362069804071,7.4722661134473665,11.066593088182415,-3.061490496392799,1.238471937608512,1.0521903330988005,1.2565481409543509,6.689040234830765,6.814881239659917,-2.009713440928499,6.606022101484262,2.741871470412814,7.431791546761678,11.350604149990517,8.487472218047525,2.339731255605475,-3.209237547560357,8.64724080443984,1.982500072184852
8.4,3.641842844678117,11.284166069892638,-2.2854874426988534,-2.127984179799716,3.9286364119965898,-0.5859874831107411,1.758773178532704,3.541964658665381,4.9364789642932365,4.358976115242044,3.2479867513950795,2.3630836668309274,-1.2553224531889766,7.903346939640617,0.6429803691397366,-5.730735789388931,3.0938631305422053,1.3465203193062776,1.8882286395268992,1.0946351242072965,-3.768942112504668,1.9598839119321447,15.057911521064876,7.904246437133434,10.862632106125773,6.700844936217308,3.971689104303042,2.441823296140417,3.9591207241502255,4.6570797346374615,-4.389660454154887,2.0564105443514964,1.9877880493305724,7.06221544590606,11.80935039410828
11.2,7.966702256791736,1.9331115821788447,-1.075832430572235,-10.140982777991882,-8.774862187631015,0.1977514284619289,10.768691918175069,9.323090554978153,-1.5430111276566114,1.6261987624564067,17.769552656620707,-0.8486562402974291,16.192634527453066,2.1684236011237177,7.856364181537866,8.629545493951907,10.7463908759807,4.457521654706671,-4.018584855133004,-2.6008864458874736,-3.9031534963690535,4.585314926222867,-23.387169308997954,11.40501663800102,-5.591137247101874,4.707325809937551,7.528292630441289,1.305022388572713,9.25519516543569,3.34339314240812,17.88144968402476,20.20886388173694,6.723064287945666,17.92985461506185,12.031817335086924
14.0,5.320524921155974,8.337779069404132,-3.239118978066939,-9.42965063360282,-4.675255125268937,0.5628290677577618,-1.8015646357092112,-5.332440085679676,-3.106357148635475,0.7579525538809349,-3.3893158232724208,8.544697002209293,-3.2626655292972493,8.094233900353572,9.171020846626616,7.066309581365192,-13.416096261429873,-6.567393997263238,-4.779670951584021,1.3116053765646436,8.624723048497412,-7.455054427029554,-4.45247708582575,-11.619830629506325,-5.7410184612387445,12.646901254003064,3.460081518353097,17.051901087244314,-1.9236323524778167,1.5584449330957977,1.63944179143475,1.0577737183039084,-5.098560755542664,3.5848285939558098,-1.0075534918144589
16.8,2.768942287660467,-19.161570690458912,-0.1641007436515142,14.28379316485119,4.700617673636582,-4.055784463486352,1.7754584751607216,1.1822763728882892,15.142564120650162,-1.2204267279747432,8.142266399670188,7.671625416397573,1.403045221356363,7.041452673853855,5.148314772163888,-8.988265409970177,-3.5262115125320377,14.330856539343976,-4.237327038291688,0.3280645470822094,1.8420248904412653,-1.9774236316894616,1.339682255652516,0.2550560358044512,9.938146361188544,0.4755840014926222,-5.766506853315371,5.879106376560833,-1.7780582903678377,2.963661855887439,13.006983395463886,3.7534114003864736,5.030885631816646,1.5711992556727596,16.401545963078185
19.6,-2.881985849804099,6.659298386416539,9.390349134615004,2.034578064310775,5.214728039652107,-2.634270585351916,3.58269627203389,-7.380112009236893,-3.612516872758945,3.2882413098800893,8.262798521586145,5.035086828561177,2.044186233438484,10.571285572822648,7.15781162887441,0.8639751326597597,4.810979988954512,-3.0099081923086684,0.3006529720027576,4.314930654583898,-1.3789505116000964,1.680367914936762,9.309476238353334,8.219363610842326,3.156719885001155,-6.0802689557972895,4.397007083941825,14.848235823790713,-5.555213116044396,3.61611281351538,5.853252838275386,0.889157237972786,4.162610416560768,-2.42649526123738,-0.0548630515086396
22.4,8.386966200622245,1.054844839432267,-1.0928959002271446,0.9104170348404482,-11.035440394818355,3.064037429834804,-2.229775830939117,5.3191245475260525,3.8695703428835793,3.318727101583245,3.482352213582661,4.775832379522172,5.353374542357184,1.4292786699707327,7.674515728421994,-16.32182809440855,8.32420872368422,2.9370946899776937,-1.5651407409147853,4.443645514084954,3.186893782234222,12.425865331226394,4.921164428183685,4.01683526348959,1.4215812808402333,6.949395577879677,-3.17516841661982,6.067328751317506,3.617898443656291,3.9170908610105273,10.9060150090055,3.18836870631644,9.10828581394401,9.06523038402905,-2.4523063155134146
25.2,10.092532162984842,-4.540460545315039,3.373108109788552,8.338708704231983,8.137696446713068,3.7765123463886874,5.390518963563925,5.985795986590701,8.73859193688495,8.280690668352179,4.071231284276863,-9.696987137357974,4.989101201537211,0.0447458853682898,4.955847620652288,17.012631221772892,1.6354803724942253,-0.6346402375011719,3.7471109957709703,-5.2284178597059,10.581500826831777,4.440271989593457,1.7797393546847635,0.9801468528965772,13.795122322542689,8.03632984315451,10.565590985407184,7.531373722420353,0.6987960535320686,17.170953282081182,4.308754452729025,5.860899790440109,9.119400141856396,4.950161469529285,-7.524093943457374
28.0,2.89859191485311,-5.60994475953669,-0.32574752953389075,2.14994355104243,8.293745228326145,7.762854045511253,6.5498811684355704,-5.389196205066246,-2.865275630798278,-1.7294171148221824,7.599232930576932,-0.8719635636179729,4.129080970418365,2.1768480413299525,0.7974135544326112,10.45211853076668,7.048661913161425,6.97617319136022,8.007670341034267,7.557202417527129,9.52791103602349,12.519798037393757,10.653362992962938,5.1689828901939,5.876028981163408,5.858307518501582,4.64659721778202,3.122551586035039,3.2079971087581183,1.8933645725422377,7.727312321431874,6.24732854709473,8.001813701217968,3.731462398915603,3.2531026721981666
