,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,5.450962783918103,-0.0919602356702065,9.820052236623416,-3.155236167250813,1.0000032667786396,-3.3881274162676465,-2.483286807242408,1.8208940550227808,-2.1513032461189523,0.0442600012141119,12.34164622333322,1.885171806073633,-7.358846371415622,-6.375480119551259,-2.879034324289833,-4.55251708047767,-2.1900679057072105,-5.426344462955936,2.2685345484234043,8.455202817782679,0.1920457013032543,0.7921666681680275,0.5243020059090684,3.795427378609261,7.357521738607989,16.095222759168816,6.957932014105245,0.5686375466444098,7.413364134780768,1.958443440218544,10.015863619466211,-6.223311241282467,6.247684822213275,5.681921308866893,8.62709032720458
5.6000000000000005,-14.07409171924236,-3.6287317323002872,16.139074007753923,2.753224251042002,15.774878684994444,6.440919974496048,-2.1630830940146275,11.442699757641645,19.53601969324861,-2.6094868913392064,10.563034727554914,14.568000677161937,-12.417271551366268,-7.918335111248893,7.662823356209413,4.594697494619689,1.7076774875331198,8.320696392591266,-2.0818842239612825,35.008029702591365,4.5780282677616215,7.959483193198541,2.103186159402488,8.864297894847532,-10.776072775117507,-0.2077472000429138,-6.588768525100314,3.992443739416908,15.03091804085587,14.44690592889759,8.848649581382135,2.897717333300172,4.6360256648310445,1.6232149116846268,0.0335440891799749
8.4,3.481124603991495,9.865801995116351,-3.20914082222879,-4.022178362878003,-2.5730824650164115,1.634948033501567,-0.9665455676777032,14.811973652385175,2.4569165864387905,-13.616227557719956,-2.47691095082068,1.4897288742276915,-4.799745171719804,5.292852096795615,-3.836433526880992,1.4347529684885598,-0.1321376014491856,10.8207596075234,-4.777071067876065,0.6908028122811737,4.576244345275165,-5.6655482773799655,1.4106909518840982,4.869846315841753,2.3611311739433467,11.499242046227732,0.8825555366800271,2.9942263078112723,9.335764494577134,3.472457681012082,9.558799947452112,10.733122765856631,3.2430890947209305,11.366489159753437,1.0652679684124078
11.2,7.625208205664514,4.6216211900587245,3.717543203142289,-4.125826007179283,-3.590589661146569,1.330903743796367,-1.820158454472157,14.74630537982782,9.019175824718314,-1.1531119955876024,-2.267132821053272,7.944964178705133,2.590749638741271,4.402872561268223,2.4562837974755216,4.309168723863813,-6.860681005906704,9.780304965231087,9.53530276480753,2.4899022101615755,9.191030839555504,4.729443040913932,2.020246118684231,-1.8033406493162016,7.420775641381189,4.636699806423811,9.644618453556616,-4.178538702421923,2.112865535025607,7.040382670642768,5.506655098385594,-0.6987446707711404,0.86296093258416,-0.8647904184118207,7.182049168727698
14.0,4.574351521042857,3.028847680994044,10.67357775834365,8.546664941824025,4.359516714077104,12.329336156811529,8.686779754967942,-0.4145377019083324,-9.650974450642453,8.350727598025097,9.7964224025132,0.3167372440661542,-0.9226664858153152,4.168149845766424,8.308888524778304,7.896392042563921,1.976118632560684,7.467941394008483,2.177675858964625,8.504644005344321,7.560846132165303,8.61710277340655,4.825698954703039,2.75055374138062,0.3251873829799376,6.229766922874843,7.694406653578742,2.829256310417938,7.778730095255882,1.717655834835283,2.5949751905662364,4.011273071945645,6.778810507991127,16.175814305813308,8.635066695907335
16.8,8.977269258306002,5.609680176257887,2.380533265501113,1.2852783800375347,1.5768804334719204,-2.8929715388340256,5.526207760971213,3.1139764297774577,4.431109188723141,14.953471627541678,-8.258004999356292,5.12471394109914,-5.199976434900744,0.7558290225597286,-4.927779211027781,0.9952335870666138,8.96863068618108,4.628995157314881,-0.2431659168948344,3.5985771410937937,7.364324066443803,-7.496121892476549,-7.350981762310912,2.4263320863161706,4.183402319134243,0.3419115407764888,6.719142341510992,1.3825675711185372,9.177824117034367,8.00594146732386,-0.7766007866875083,5.809012924905152,-2.8348556646951577,3.9784165148949167,5.261821991019604
19.6,-1.296580623443881,8.242251121198985,-2.91929394175596,-0.5339388721175503,0.8923280738773907,-1.535249945679013,10.585651549968023,10.375401338573305,2.665737665248046,12.856450305499912,-19.972088645018573,1.2736059167581484,7.748466996387313,0.4421199726413547,3.369874429292871,-18.418673408977813,4.428241001211337,-3.9707232380016615,-2.9720979880086564,12.884352365665336,4.638908018902513,-2.540521443469472,0.9043038258871076,13.14317000424784,8.581510851758246,8.503498031043458,3.9931410971361982,5.049998068309451,2.210214775361393,-5.927661298220856,8.506347342876765,18.34108081067425,3.650336313917108,3.808343509529542,12.81340099400022
22.4,1.548548656874177,2.517055215448559,3.179313620304136,0.8575357336800312,-2.986765526462636,2.2377313200064406,6.772838940050868,1.874541675865812,1.684199880673759,3.6873360572363176,0.897044833039114,1.2520621764413444,-0.3368476222062384,-0.0277956846283822,6.8545741082153056,-0.6969979209328514,4.960761577232681,3.660784372734524,-0.3025396619812867,8.121969794267889,3.282488590985702,1.7263257853385272,1.2498206010054456,-2.747558834080807,3.72252564394997,1.5617985991590395,4.274040398930015,4.737298823972135,-2.441776828151684,5.1221615379336605,7.639177261602725,2.5112709323341824,5.309639767047189,-3.3610006212766907,-1.7141217054104891
25.2,-1.471885840944514,2.377615838190307,11.07678109785712,5.088841773326868,3.671855431428241,5.280014853912962,-3.7928627126497907,5.654752144446121,10.959748044095655,2.6521447134790943,-0.24394218909025894,9.564529566608519,-2.349082004886704,3.04115489965494,4.323839229127909,8.765212182223644,4.17157093835084,7.333847632845126,4.558811393494939,-4.457443788107831,3.2965385804666596,4.2207047150474555,6.2808963662016275,2.318676299535275,4.0817295225124335,8.200596110248352,8.027599057311981,2.096729627826108,-1.5411976873985922,-5.080594962218815,4.7592880742767605,-1.2448363636147652,9.911194305410547,-0.4357046446355016,0.5821958466438635
